DepMap_ID,seqnames,start,end,Num_Probes,Segment_Mean,Source
SJRHB002_D,chr2,31187001,31364000,170,1.13374485206503,NA
SJRHB002_D,chr2,31364001,32659000,1204,1.18300321956163,NA
SJRHB002_D,chr2,32659001,32900000,224,1.21396851086047,NA
SJRHB002_D,chr2,32900001,32954000,45,1.19082135601401,NA
SJRHB002_D,chr2,32954001,33812000,817,1.18676229801173,NA
SJRHB002_D,chr2,33812001,34056000,229,1.17431381890803,NA
SJRHB002_D,chr2,34056001,37352000,3096,1.1617543123172,NA
SJRHB002_D,chr2,37352001,41864000,4285,1.18842511574381,NA
SJRHB002_D,chr2,41864001,42471000,579,1.20759274957199,NA
SJRHB002_D,chr2,42471001,42782000,286,1.20728224783957,NA
SJRHB002_D,chr2,42782001,43433000,613,1.18155681272645,NA
SJRHB002_D,chr2,43433001,45243000,1710,1.1857402453965,NA
SJRHB002_D,chr2,45243001,45559000,311,1.20015438281765,NA
SJRHB002_D,chr2,45559001,46525000,934,1.16779496822768,NA
SJRHB002_D,chr2,46525001,46875000,338,1.18211795598274,NA
SJRHB002_D,chr2,46875001,48623000,1656,1.15584504492581,NA
SJRHB002_D,chr2,48623001,48631000,8,6.30296859508688e-05,NA
SJRHB002_D,chr2,48631001,52158000,3371,1.13141954616164,NA
SJRHB002_D,chr2,52158001,52266000,105,1.12145520881861,NA
SJRHB002_D,chr2,52266001,52505000,236,1.12504210835455,NA
SJRHB002_D,chr2,52505001,52835000,307,1.15665531241109,NA
SJRHB002_D,chr2,52835001,52890000,53,1.13947636456025,NA
SJRHB002_D,chr2,52890001,54142000,1197,1.1615481823243,NA
SJRHB002_D,chr2,54142001,54182000,39,1.1853926358279,NA
SJRHB002_D,chr2,54182001,56639000,2334,1.18006309588529,NA
SJRHB002_D,chr2,56639001,56836000,184,1.13868760267786,NA
SJRHB002_D,chr2,56836001,60644000,3593,1.13539398204832,NA
SJRHB002_D,chr2,60644001,62695000,1947,1.15710196355709,NA
SJRHB002_D,chr2,62695001,63397000,669,1.18653774920114,NA
SJRHB002_D,chr2,63397001,64207000,785,1.20282853596446,NA
SJRHB002_D,chr2,64207001,65246000,988,1.18694163856622,NA
SJRHB002_D,chr2,65246001,65959000,675,1.16584338875902,NA
SJRHB002_D,chr2,65959001,65970000,9,0.168773113724461,NA
SJRHB002_D,chr2,65970001,68451000,2354,1.16676984048457,NA
SJRHB002_D,chr2,68451001,76014000,7154,1.16867193580105,NA
SJRHB002_D,chr2,76014001,77062000,951,1.14072892484422,NA
SJRHB002_D,chr2,77062001,77239000,162,1.12733320906859,NA
SJRHB002_D,chr2,77239001,77852000,543,1.12474425663882,NA
SJRHB002_D,chr2,77852001,79547000,1589,1.12134250112278,NA
SJRHB002_D,chr2,79547001,80724000,1141,1.10703589390121,NA
SJRHB002_D,chr2,80724001,82846000,2044,1.1293346061974,NA
SJRHB002_D,chr2,82846001,83221000,348,1.14797004739973,NA
SJRHB002_D,chr2,83221001,84088000,813,1.15997844733672,NA
SJRHB002_D,chr2,84088001,88831000,3393,1.17564623294006,NA
SJRHB002_D,chr2,88831001,97633000,2777,1.15025840633157,NA
SJRHB002_D,chr2,97633001,106789000,8598,1.16803459113049,NA
SJRHB002_D,chr2,106789001,106808000,19,1.17087819347653,NA
SJRHB002_D,chr2,106808001,108418000,1465,1.16471824726523,NA
SJRHB002_D,chr2,108418001,113099000,3086,1.16331919329972,NA
SJRHB002_D,chr2,113099001,119749000,6070,1.1253486192683,NA
SJRHB002_D,chr2,119749001,120295000,520,1.17961003447553,NA
SJRHB002_D,chr2,120295001,123974000,3498,1.14607701918831,NA
SJRHB002_D,chr2,123974001,124574000,570,1.11269562410262,NA
SJRHB002_D,chr2,124574001,125015000,421,1.12579254513954,NA
SJRHB002_D,chr2,125015001,126100000,1033,1.14450835919025,NA
SJRHB002_D,chr2,126100001,127110000,969,1.15533160855551,NA
SJRHB002_D,chr2,127110001,128410000,1224,1.16797144248667,NA
SJRHB002_D,chr2,128410001,131201000,2165,1.12790690834791,NA
SJRHB002_D,chr2,131201001,131524500,142,1.09895171536791,NA
SJRHB002_D,chr2,131524501,132895500,990,1.12404282347065,NA
SJRHB002_D,chr2,132895501,134531000,1562,1.15620081947504,NA
SJRHB002_D,chr2,134531001,135044000,478,1.17108273225121,NA
SJRHB002_D,chr2,135044001,137242000,2111,1.18142168664612,NA
SJRHB002_D,chr2,137242001,137865000,584,1.16204021717943,NA
SJRHB002_D,chr2,137865001,139696500,1777,1.14996503794847,NA
SJRHB002_D,chr2,139696501,139895000,188,1.1422393569489,NA
SJRHB002_D,chr2,139895001,140043000,138,1.13027200075297,NA
SJRHB002_D,chr2,140043001,140529000,470,1.13211302699971,NA
SJRHB002_D,chr2,140529001,141630000,1048,1.1313411248527,NA
SJRHB002_D,chr2,141630001,141762000,126,1.13872391004935,NA
SJRHB002_D,chr2,141762001,142637000,837,1.15422621239873,NA
SJRHB002_D,chr2,142637001,143135000,463,1.17697771131279,NA
SJRHB002_D,chr2,143135001,147044000,3753,1.1874394917237,NA
SJRHB002_D,chr2,147044001,147508000,449,1.2199457552986,NA
SJRHB002_D,chr2,147508001,148697000,1112,1.21168105913423,NA
SJRHB002_D,chr2,148697001,149885000,1133,1.18197621144253,NA
SJRHB002_D,chr2,149885001,152284000,2290,1.18125300547236,NA
SJRHB002_D,chr2,152284001,152947000,638,1.09210986725203,NA
SJRHB002_D,chr2,152947001,154410000,1371,1.13992191284858,NA
SJRHB002_D,chr2,154410001,154548000,137,1.08703395075641,NA
SJRHB002_D,chr2,154548001,156851000,2164,1.13498796517051,NA
SJRHB002_D,chr2,156851001,158043000,1127,1.17015934467799,NA
SJRHB002_D,chr2,158043001,160961000,2756,1.19306529324386,NA
SJRHB002_D,chr2,160961001,163453000,2380,1.14368598946895,NA
SJRHB002_D,chr2,163453001,164984000,1478,1.13986739492977,NA
SJRHB002_D,chr2,164984001,168051000,2892,1.1618155142004,NA
SJRHB002_D,chr2,168051001,168136000,85,1.17107867359477,NA
SJRHB002_D,chr2,168136001,169380000,1192,1.16593713225041,NA
SJRHB002_D,chr2,169380001,173498000,3892,1.18449326871727,NA
SJRHB002_D,chr2,173498001,175038000,1451,1.19611325598699,NA
SJRHB002_D,chr2,175038001,175732000,645,1.19622269988781,NA
SJRHB002_D,chr2,175732001,179547000,3570,1.19587450404944,NA
SJRHB002_D,chr2,179547001,179557500,9,0.208516578860419,NA
SJRHB002_D,chr2,179557501,182893500,3188,1.16467626732099,NA
SJRHB002_D,chr2,182893501,183063500,163,1.14869198527849,NA
SJRHB002_D,chr2,183063501,186151000,2917,1.14327462999412,NA
SJRHB002_D,chr2,186151001,186613000,430,1.15621845079091,NA
SJRHB002_D,chr2,186613001,188445000,1754,1.16686608489766,NA
SJRHB002_D,chr2,188445001,191366000,2822,1.19535405743032,NA
SJRHB002_D,chr2,191366001,191481000,109,1.1729918585441,NA
SJRHB002_D,chr2,191481001,191488000,7,1.15964562427576,NA
SJRHB002_D,chr2,191488001,191554000,64,1.16836010367286,NA
SJRHB002_D,chr2,191554001,193143000,1493,1.14947253871601,NA
SJRHB002_D,chr2,193143001,193355000,195,1.13006284033315,NA
SJRHB002_D,chr2,193355001,195117000,1643,1.13337634735577,NA
SJRHB002_D,chr2,195117001,195575000,417,1.15154357142043,NA
SJRHB002_D,chr2,195575001,196205000,609,1.16026874057497,NA
SJRHB002_D,chr2,196205001,198865000,2526,1.16181229296828,NA
SJRHB002_D,chr2,198865001,199356000,469,1.19182052646483,NA
SJRHB002_D,chr2,199356001,203586000,3998,1.19768955054201,NA
SJRHB002_D,chr2,203586001,206076000,2390,1.16111269198065,NA
SJRHB002_D,chr2,206076001,206189000,106,1.13831196827308,NA
SJRHB002_D,chr2,206189001,211300000,4807,1.14492095616929,NA
SJRHB002_D,chr2,211300001,212549000,1181,1.12023157657608,NA
SJRHB002_D,chr2,212549001,214649000,1991,1.139601163717,NA
SJRHB002_D,chr2,214649001,215645000,946,1.18478723327364,NA
SJRHB002_D,chr2,215645001,219194000,3411,1.18667017028245,NA
SJRHB002_D,chr2,219194001,219800000,577,1.1545574800662,NA
SJRHB002_D,chr2,219800001,225370000,5327,1.17188581111853,NA
SJRHB002_D,chr2,225370001,225497000,124,1.1763823142492,NA
SJRHB002_D,chr2,225497001,226308000,778,1.03635120847954,NA
SJRHB002_D,chr2,226308001,226333000,25,1.16941743019968,NA
SJRHB002_D,chr2,226333001,227192000,818,1.17144644496707,NA
SJRHB002_D,chr2,227192001,227216000,20,1.17625104119457,NA
SJRHB002_D,chr2,227216001,231032000,3628,1.14571641830505,NA
SJRHB002_D,chr2,231032001,233900000,2671,1.15135760835876,NA
SJRHB002_D,chr2,233900001,234065000,162,1.16446558314863,NA
SJRHB002_D,chr2,234065001,237015000,2817,1.1654410238818,NA
SJRHB002_D,chr2,237015001,237452000,425,1.19282218888104,NA
SJRHB002_D,chr2,237452001,238991000,1450,1.16206921427762,NA
SJRHB002_D,chr2,238991001,239766000,729,1.12908727003494,NA
SJRHB002_D,chr2,239766001,240120000,336,1.15937155912913,NA
SJRHB002_D,chr2,240120001,241299000,1067,1.13627103320242,NA
SJRHB002_D,chr2,241299001,241969500,594,1.15312826814409,NA
SJRHB002_D,chr2,241969501,NA,104,1.11717872111258,NA
SJRHB002_D,chr3,1,187000,167,0.899753678185538,NA
SJRHB002_D,chr3,187001,193000,6,4.50613227658741e-07,NA
SJRHB002_D,chr3,193001,90669000,85861,0.88249315905504,NA
SJRHB002_D,chr3,90669001,90944000,48,0.570830370809104,NA
SJRHB002_D,chr3,90944001,98691500,4893,0.856134874407832,NA
SJRHB002_D,chr3,98691501,98695500,2,1.12735497460181e-09,NA
SJRHB002_D,chr3,98695501,99225000,496,0.874572566538998,NA
SJRHB002_D,chr3,99225001,99231000,6,2.70404424715075e-08,NA
SJRHB002_D,chr3,99231001,151794000,49821,0.882876776833229,NA
SJRHB002_D,chr3,151794001,151833000,36,0.463340918436533,NA
SJRHB002_D,chr3,151833001,173543000,20496,0.874142265099603,NA
SJRHB002_D,chr3,173543001,173573000,30,1.26052086599155,NA
SJRHB002_D,chr3,173573001,NA,23012,0.882163515606625,NA
SJRHB002_D,chr4,1,49101000,45817,0.868965015216018,NA
SJRHB002_D,chr4,49101001,49224000,67,1.03747962231293,NA
SJRHB002_D,chr4,49224001,69258500,16296,0.866688219517998,NA
SJRHB002_D,chr4,69258501,69366500,71,0.492182408749308,NA
SJRHB002_D,chr4,69366501,NA,113360,0.880565972044911,NA
SJRHB002_D,chr5,1,587000,454,1.14943270172386,NA
SJRHB002_D,chr5,587001,631500,40,1.77949514901435,NA
SJRHB002_D,chr5,631501,660000,21,1.73439920438257,NA
SJRHB002_D,chr5,660001,9148000,7855,1.1323092242366,NA
SJRHB002_D,chr5,9148001,13047000,3730,1.16352886356128,NA
SJRHB002_D,chr5,13047001,17565500,4274,1.18604438462323,NA
SJRHB002_D,chr5,17565501,17628000,11,0.5332636888288,NA
SJRHB002_D,chr5,17628001,19653000,1914,1.16172854406775,NA
SJRHB002_D,chr5,19653001,21476500,1434,1.13548685127244,NA
SJRHB002_D,chr5,21476501,21496000,17,1.93257311950726,NA
SJRHB002_D,chr5,21496001,23597500,1821,1.12879225946318,NA
SJRHB002_D,chr5,23597501,24019000,394,1.12681994100014,NA
SJRHB002_D,chr5,24019001,25016000,951,1.13224486779597,NA
SJRHB002_D,chr5,25016001,25526000,458,1.12554754506486,NA
SJRHB002_D,chr5,25526001,25766000,234,1.11728094253396,NA
SJRHB002_D,chr5,25766001,30111000,4066,1.12106194702832,NA
SJRHB002_D,chr5,30111001,30966000,816,1.1402048157981,NA
SJRHB002_D,chr5,30966001,32925000,1877,1.16771159746347,NA
SJRHB002_D,chr5,32925001,36150000,2828,1.18335340939543,NA
SJRHB002_D,chr5,36150001,38043000,1796,1.19856819797354,NA
SJRHB002_D,chr5,38043001,39141000,1042,1.16716538295231,NA
SJRHB002_D,chr5,39141001,45005000,5551,1.15586267081635,NA
SJRHB002_D,chr5,45005001,45014000,8,0.50330470861695,NA
SJRHB002_D,chr5,45014001,50606000,1785,1.13311006138845,NA
SJRHB002_D,chr5,50606001,53487000,2721,1.15348960274342,NA
SJRHB002_D,chr5,53487001,55019000,1475,1.17867747221233,NA
SJRHB002_D,chr5,55019001,56367000,1274,1.19629981410371,NA
SJRHB002_D,chr5,56367001,56485000,112,1.15906702899804,NA
SJRHB002_D,chr5,56485001,57146000,650,1.16710066335518,NA
SJRHB002_D,chr5,57146001,57948000,761,1.18944783366569,NA
SJRHB002_D,chr5,57948001,61262000,3134,1.19446286323662,NA
SJRHB002_D,chr5,61262001,63288000,1933,1.15636672476593,NA
SJRHB002_D,chr5,63288001,64907000,1519,1.15188923920581,NA
SJRHB002_D,chr5,64907001,67696000,2676,1.18094436491482,NA
SJRHB002_D,chr5,67696001,71956000,2225,1.18108926038451,NA
SJRHB002_D,chr5,71956001,72513000,548,1.21071642888053,NA
SJRHB002_D,chr5,72513001,73742000,1172,1.20287022354727,NA
SJRHB002_D,chr5,73742001,73812000,68,1.20173350402335,NA
SJRHB002_D,chr5,73812001,75042000,1191,1.20201591680873,NA
SJRHB002_D,chr5,75042001,76007000,896,1.17430079542325,NA
SJRHB002_D,chr5,76007001,76788500,735,1.15185810090433,NA
SJRHB002_D,chr5,76788501,77745000,901,1.1680677860174,NA
SJRHB002_D,chr5,77745001,84185000,6053,1.19264939991765,NA
SJRHB002_D,chr5,84185001,85866000,1561,1.12953423658951,NA
SJRHB002_D,chr5,85866001,85933000,62,1.12763330961427,NA
SJRHB002_D,chr5,85933001,86862000,837,1.11964393134526,NA
SJRHB002_D,chr5,86862001,89099000,2125,1.13739076851289,NA
SJRHB002_D,chr5,89099001,97137000,7674,1.15986026009685,NA
SJRHB002_D,chr5,97137001,98478000,1257,1.19035756342518,NA
SJRHB002_D,chr5,98478001,101259000,2382,1.15224140011828,NA
SJRHB002_D,chr5,101259001,101319000,51,1.15179502846281,NA
SJRHB002_D,chr5,101319001,102241000,853,1.14768442225824,NA
SJRHB002_D,chr5,102241001,112549000,9793,1.17155688010511,NA
SJRHB002_D,chr5,112549001,119738000,6836,1.18443826110721,NA
SJRHB002_D,chr5,119738001,122571000,2648,1.15334489543114,NA
SJRHB002_D,chr5,122571001,123412000,794,1.17165189513558,NA
SJRHB002_D,chr5,123412001,127140000,3546,1.19485454238249,NA
SJRHB002_D,chr5,127140001,129489000,2242,1.19749530531375,NA
SJRHB002_D,chr5,129489001,131215000,1626,1.17382309616378,NA
SJRHB002_D,chr5,131215001,134250000,2894,1.18283349270158,NA
SJRHB002_D,chr5,134250001,134394000,137,1.23094303584647,NA
SJRHB002_D,chr5,134394001,136700000,2207,1.17612956551878,NA
SJRHB002_D,chr5,136700001,136927000,213,1.20578358966778,NA
SJRHB002_D,chr5,136927001,139964000,2868,1.18081258277881,NA
SJRHB002_D,chr5,139964001,140717000,702,1.17950946862811,NA
SJRHB002_D,chr5,140717001,140725000,8,0.534817656298023,NA
SJRHB002_D,chr5,140725001,142388000,1527,1.1553163931736,NA
SJRHB002_D,chr5,142388001,156211000,13136,1.17850673221396,NA
SJRHB002_D,chr5,156211001,156293000,81,1.2270525198295,NA
SJRHB002_D,chr5,156293001,159711000,3291,1.19060759285596,NA
SJRHB002_D,chr5,159711001,162364000,2529,1.14912839266754,NA
SJRHB002_D,chr5,162364001,169273000,6603,1.12361594289151,NA
SJRHB002_D,chr5,169273001,170918000,1591,1.14312961945301,NA
SJRHB002_D,chr5,170918001,171321000,367,1.20911963708799,NA
SJRHB002_D,chr5,171321001,NA,8645,1.16158763406281,NA
SJRHB002_D,chr6,1,32487000,30210,0.880188849218513,NA
SJRHB002_D,chr6,32487001,32691000,109,0.90167535820578,NA
SJRHB002_D,chr6,32691001,78257500,40374,0.872294984715477,NA
SJRHB002_D,chr6,78257501,78325500,42,0.552151854074699,NA
SJRHB002_D,chr6,78325501,NA,87311,0.882208153984176,NA
SJRHB002_D,chr7,1,2987000,2554,1.14197336328815,NA
SJRHB002_D,chr7,2987001,9238000,5623,1.16399269161869,NA
SJRHB002_D,chr7,9238001,14968000,5415,1.14418631953284,NA
SJRHB002_D,chr7,14968001,15527000,539,1.16739192980628,NA
SJRHB002_D,chr7,15527001,20942000,5159,1.15823098705512,NA
SJRHB002_D,chr7,20942001,21863000,889,1.14753169369083,NA
SJRHB002_D,chr7,21863001,23068000,1116,1.17184763414114,NA
SJRHB002_D,chr7,23068001,28264000,4900,1.19485702701525,NA
SJRHB002_D,chr7,28264001,30635000,2231,1.21034555722743,NA
SJRHB002_D,chr7,30635001,32583000,1843,1.16569551564417,NA
SJRHB002_D,chr7,32583001,35316000,2401,1.18237526984635,NA
SJRHB002_D,chr7,35316001,37894000,2468,1.18829908813834,NA
SJRHB002_D,chr7,37894001,42278000,4080,1.17966072945374,NA
SJRHB002_D,chr7,42278001,43263000,948,1.20591899452021,NA
SJRHB002_D,chr7,43263001,47449000,3873,1.17487885158496,NA
SJRHB002_D,chr7,47449001,47707500,246,1.16683292416145,NA
SJRHB002_D,chr7,47707501,49174000,1373,1.18292286274699,NA
SJRHB002_D,chr7,49174001,52121000,2799,1.14552345608075,NA
SJRHB002_D,chr7,52121001,53253000,1090,1.12832212347252,NA
SJRHB002_D,chr7,53253001,53720500,457,1.1381715317806,NA
SJRHB002_D,chr7,53720501,55957000,2050,1.13820703375176,NA
SJRHB002_D,chr7,55957001,57139000,712,1.11025340818122,NA
SJRHB002_D,chr7,57139001,57410000,262,1.07022341606941,NA
SJRHB002_D,chr7,57410001,57418000,8,0.482464935709983,NA
SJRHB002_D,chr7,57418001,62486500,1079,1.10104161646888,NA
SJRHB002_D,chr7,62486501,64845000,1669,1.11638991742104,NA
SJRHB002_D,chr7,64845001,72224000,6518,1.15794842728792,NA
SJRHB002_D,chr7,72224001,77292000,2951,1.16299347293457,NA
SJRHB002_D,chr7,77292001,79028500,1657,1.16760719004719,NA
SJRHB002_D,chr7,79028501,80676500,1578,1.15295723328142,NA
SJRHB002_D,chr7,80676501,81902000,1166,1.17096016702867,NA
SJRHB002_D,chr7,81902001,84326000,2258,1.1780150738709,NA
SJRHB002_D,chr7,84326001,85988000,1585,1.18688980800714,NA
SJRHB002_D,chr7,85988001,86699000,649,1.16005242098803,NA
SJRHB002_D,chr7,86699001,86841000,137,1.136718479818,NA
SJRHB002_D,chr7,86841001,89289000,2314,1.15480879478861,NA
SJRHB002_D,chr7,89289001,89498000,195,1.16734095293057,NA
SJRHB002_D,chr7,89498001,90093000,561,1.18023242521622,NA
SJRHB002_D,chr7,90093001,94062000,3708,1.21005950989911,NA
SJRHB002_D,chr7,94062001,96180000,2035,1.20907605678429,NA
SJRHB002_D,chr7,96180001,104403000,7211,1.16453257819674,NA
SJRHB002_D,chr7,104403001,104469000,63,1.16308295632372,NA
SJRHB002_D,chr7,104469001,110104000,5334,1.176272239578,NA
SJRHB002_D,chr7,110104001,114656000,4285,1.15770686125367,NA
SJRHB002_D,chr7,114656001,115495000,796,1.17407860446948,NA
SJRHB002_D,chr7,115495001,115622000,120,1.17300324138333,NA
SJRHB002_D,chr7,115622001,117956000,2224,1.18357489440164,NA
SJRHB002_D,chr7,117956001,120816000,2716,1.16197900345937,NA
SJRHB002_D,chr7,120816001,122557000,1646,1.17480230386618,NA
SJRHB002_D,chr7,122557001,126656000,3871,1.1427271729187,NA
SJRHB002_D,chr7,126656001,127427000,733,1.17335209765735,NA
SJRHB002_D,chr7,127427001,130670000,2973,1.19569961534324,NA
SJRHB002_D,chr7,130670001,130804000,126,1.23566870990129,NA
SJRHB002_D,chr7,130804001,131074000,258,1.2008275653996,NA
SJRHB002_D,chr7,131074001,132686000,1554,1.16889553420593,NA
SJRHB002_D,chr7,132686001,137369000,4482,1.18270805806478,NA
SJRHB002_D,chr7,137369001,142341000,4693,1.15047130469668,NA
SJRHB002_D,chr7,142341001,142349000,8,1.50557752809044,NA
SJRHB002_D,chr7,142349001,142827000,199,1.25091780815051,NA
SJRHB002_D,chr7,142827001,146454000,2936,1.12793114457859,NA
SJRHB002_D,chr7,146454001,147632000,1104,1.13906494011739,NA
SJRHB002_D,chr7,147632001,150521000,2391,1.15574650512619,NA
SJRHB002_D,chr7,150521001,150891000,349,1.19826666125765,NA
SJRHB002_D,chr7,150891001,151299000,380,1.13036053348824,NA
SJRHB002_D,chr7,151299001,154567000,2778,1.15499851760469,NA
SJRHB002_D,chr7,154567001,159164000,4129,1.11801767789757,NA
SJRHB002_D,chr7,159164001,NA,153,1.17898552031603,NA
SJRHB002_D,chr8,1,1762000,1274,1.91283177409031,NA
SJRHB002_D,chr8,1762001,2810000,768,1.94387708835511,NA
SJRHB002_D,chr8,2810001,7255000,4038,1.96196186512126,NA
SJRHB002_D,chr8,7255001,8267000,70,1.7457427726527,NA
SJRHB002_D,chr8,8267001,11386000,2986,1.94246418690935,NA
SJRHB002_D,chr8,11386001,12082000,609,1.90204845557722,NA
SJRHB002_D,chr8,12082001,12148000,19,1.74417282543157,NA
SJRHB002_D,chr8,12148001,12693000,112,1.89959517915198,NA
SJRHB002_D,chr8,12693001,13686000,935,2.01520834302592,NA
SJRHB002_D,chr8,13686001,14814000,1065,1.99614566155277,NA
SJRHB002_D,chr8,14814001,16488000,1586,1.96578017482606,NA
SJRHB002_D,chr8,16488001,17020000,497,1.99963682385561,NA
SJRHB002_D,chr8,17020001,17451000,413,2.02504083461706,NA
SJRHB002_D,chr8,17451001,17851000,391,2.01579649678587,NA
SJRHB002_D,chr8,17851001,20195000,2250,2.03926038630881,NA
SJRHB002_D,chr8,20195001,21575000,1345,2.00223456760982,NA
SJRHB002_D,chr8,21575001,21584000,9,2.00510807527156,NA
SJRHB002_D,chr8,21584001,21932000,329,1.96268684083587,NA
SJRHB002_D,chr8,21932001,22013000,81,2.06974782125347,NA
SJRHB002_D,chr8,22013001,23760000,1645,1.99661338082535,NA
SJRHB002_D,chr8,23760001,25115000,1288,2.02415813035994,NA
SJRHB002_D,chr8,25115001,25133000,13,0.842691220621215,NA
SJRHB002_D,chr8,25133001,26294000,1094,1.98668204844794,NA
SJRHB002_D,chr8,26294001,27681000,1325,2.01227712133939,NA
SJRHB002_D,chr8,27681001,32632500,4728,2.02165385223002,NA
SJRHB002_D,chr8,32632501,36076000,3292,1.95760948949694,NA
SJRHB002_D,chr8,36076001,37057000,933,2.04294589994302,NA
SJRHB002_D,chr8,37057001,37467000,396,2.07352005356566,NA
SJRHB002_D,chr8,37467001,39007000,1444,2.03165579487682,NA
SJRHB002_D,chr8,39007001,39286000,276,2.10687978680701,NA
SJRHB002_D,chr8,39286001,39374500,88,2.04631607260372,NA
SJRHB002_D,chr8,39374501,39528500,82,0.890176919375149,NA
SJRHB002_D,chr8,39528501,40207000,654,2.02362644822928,NA
SJRHB002_D,chr8,40207001,42030000,1727,1.9835970707702,NA
SJRHB002_D,chr8,42030001,43846000,1695,1.99011803452221,NA
SJRHB002_D,chr8,43846001,46302000,414,1.87490045508613,NA
SJRHB002_D,chr8,46302001,48646000,2232,1.99732624072469,NA
SJRHB002_D,chr8,48646001,50118000,1407,2.01611229858738,NA
SJRHB002_D,chr8,50118001,50128000,9,1.06865042616291,NA
SJRHB002_D,chr8,50128001,52051000,1844,1.98103449287711,NA
SJRHB002_D,chr8,52051001,55050000,2879,1.92862679881174,NA
SJRHB002_D,chr8,55050001,55203000,140,1.92142811113169,NA
SJRHB002_D,chr8,55203001,56305000,1043,1.93203603155185,NA
SJRHB002_D,chr8,56305001,57285000,922,1.97992118241404,NA
SJRHB002_D,chr8,57285001,57762000,454,2.01533266526294,NA
SJRHB002_D,chr8,57762001,62483000,4498,2.01710194489036,NA
SJRHB002_D,chr8,62483001,63299000,785,1.97738254189014,NA
SJRHB002_D,chr8,63299001,63661000,347,1.96887019581255,NA
SJRHB002_D,chr8,63661001,66277000,2487,1.96930422359555,NA
SJRHB002_D,chr8,66277001,68372000,1960,1.99881645494854,NA
SJRHB002_D,chr8,68372001,68484000,101,2.03804937003045,NA
SJRHB002_D,chr8,68484001,70390000,1806,2.02476012380589,NA
SJRHB002_D,chr8,70390001,72817000,2309,2.05668378978557,NA
SJRHB002_D,chr8,72817001,78847000,5705,1.98850887346709,NA
SJRHB002_D,chr8,78847001,81804000,2819,2.03964631039301,NA
SJRHB002_D,chr8,81804001,82814000,960,1.96791785386668,NA
SJRHB002_D,chr8,82814001,83888000,1023,1.92122168818663,NA
SJRHB002_D,chr8,83888001,88089000,3766,1.9286120938233,NA
SJRHB002_D,chr8,88089001,89460500,1284,1.94839069719257,NA
SJRHB002_D,chr8,89460501,90189000,678,1.96608541531884,NA
SJRHB002_D,chr8,90189001,92660000,2353,2.01242916074207,NA
SJRHB002_D,chr8,92660001,96085500,3252,2.0182319653111,NA
SJRHB002_D,chr8,96085501,103297000,6783,2.05393994582875,NA
SJRHB002_D,chr8,103297001,104312000,963,2.02741580063255,NA
SJRHB002_D,chr8,104312001,105097000,759,2.0025662896216,NA
SJRHB002_D,chr8,105097001,107370500,2166,1.99355858133809,NA
SJRHB002_D,chr8,107370501,113383000,5730,1.92485263688059,NA
SJRHB002_D,chr8,113383001,113977000,556,1.916759061212,NA
SJRHB002_D,chr8,113977001,114787000,716,1.93211638434241,NA
