ensembl_id,symbol,Chromosome,start,end
23095,KIF1B,1,10210705,10381603
5226,PGD,1,10398991,10420511
378708,CENPS,1,10430101,10442815
100526739,CENPS-CORT,1,10430101,10452003
1325,CORT,1,10449718,10452003
1676,DFFA,1,10460545,10472556
5195,PEX14,1,10474945,10630761
54897,CASZ1,1,10636605,10796676
148345,C1orf127,1,10946472,10982037
23435,TARDBP,1,11012621,11025492
10747,MASP2,1,11026522,11047239
6723,SRM,1,11054591,11060034
5394,EXOSC10,1,11066612,11099910
105376736,LOC105376736,1,11099674,11102106
2475,MTOR,1,11106530,11262551
100873935,MTOR-AS1,1,11143897,11149538
10218,ANGPTL7,1,11189288,11195981
29914,UBIAD1,1,11273197,11299571
57540,DISP3,1,11479237,11537583
101929181,LINC01647,1,11609530,11613354
26232,FBXO2,1,11648360,11654831
93611,FBXO44,1,11654374,11663327
26270,FBXO6,1,11664092,11674352
10459,MAD2L2,1,11674479,11691621
374946,DRAXIN,1,11691723,11720279
57085,AGTRAP,1,11736084,11750771
284498,C1orf167,1,11762192,11789585
102724659,LOC102724659,1,11777076,11779619
4524,MTHFR,1,11785729,11806103
1185,CLCN6,1,11806095,11843144
100379251,NPPA-AS1,1,11840318,11847616
4878,NPPA,1,11845709,11847783
4879,NPPB,1,11857463,11858935
26829,RNU5E-1,1,11908153,11908272
90231,KIAA2013,1,11919587,11926428
5351,PLOD1,1,11934666,11975542
9927,MFN2,1,11980180,12013515
60672,MIIP,1,12019241,12032049
102466982,MIR6729,1,12029157,12029222
943,TNFRSF8,1,12063376,12144207
102465836,MIR7846,1,12166942,12167038
7133,TNFRSF1B,1,12167002,12209220
100616438,MIR4632,1,12191712,12191773
55187,VPS13D,1,12230038,12512046
9249,DHRS3,1,12567909,12617731
102466722,MIR6730,1,12578956,12579023
343066,AADACL4,1,12644546,12667086
126767,AADACL3,1,12716114,12728759
93190,C1orf158,1,12746185,12761169
390999,PRAMEF12,1,12774847,12777905
65121,PRAMEF1,1,12791396,12796628
105376745,LINC01784,1,12822685,12823223
440560,PRAMEF11,1,12824759,12831410
343069,HNRNPCL1,1,12847376,12848756
65122,PRAMEF2,1,12857085,12861909
400735,PRAMEF4,1,12879211,12886201
343071,PRAMEF10,1,12892895,12898270
441871,PRAMEF7,1,12916646,12920480
440561,PRAMEF6,1,12938471,12947580
440563,HNRNPCL2,1,13115487,13116854
343070,PRAMEF9,1,13175280,13179132
400736,PRAMEF13,1,13196187,13201409
391003,PRAMEF18,1,13222694,13226154
653606,PRAMEF22,1,13223331,13226112
343068,PRAMEF5,1,13254197,13263435
391002,PRAMEF8,1,13281303,13285137
645382,PRAMEF33,1,13303538,13308907
653619,PRAMEF15,1,13315580,13322595
729528,PRAMEF14,1,13341891,13347134
645414,PRAMEF19,1,13368430,13371947
391004,PRAMEF17,1,13389631,13392629
645425,PRAMEF20,1,13410449,13421328
126755,LRRC38,1,13474976,13513747
10630,PDPN,1,13583756,13617957
7799,PRDM2,1,13700239,13825079
105376762,KAZN-AS1,1,14348954,14419973
23254,KAZN,1,14598716,15118048
200197,TMEM51-AS1,1,15111814,15152464
55092,TMEM51,1,15152531,15220480
727684,C1orf195,1,15164195,15171624
114827,FHAD1,1,15247224,15398127
101927417,LOC101927417,1,15326679,15343883
79180,EFHD2,1,15409894,15430343
11330,CTRC,1,15438441,15446658
63036,CELA2A,1,15456727,15472091
51032,CELA2B,1,15476100,15491400
842,CASP9,1,15491400,15524790
23341,DNAJC16,1,15526812,15571733
107397391,SCARNA21B,1,15542165,15542304
79814,AGMAT,1,15571698,15585110
84301,DDI2,1,15617457,15661057
6248,RSC1A1,1,15659712,15662030
23207,PLEKHM2,1,15684302,15734769
284723,SLC25A34,1,15736313,15741392
110806303,SLC25A34-AS1,1,15740050,15749890
388595,TMEM82,1,15742491,15747797
54751,FBLIM1,1,15756658,15786594
440567,UQCRHL,1,15807161,15807699
729614,FLJ37453,1,15834214,15848147
23013,SPEN,1,15847863,15940455
7709,ZBTB17,1,15941868,15976132
149563,SRARP,1,16004235,16006695
27129,HSPB7,1,16014027,16019594
1187,CLCNKA,1,16021990,16034050
1188,CLCNKB,1,16043735,16057326
348487,FAM131C,1,16057768,16073632
1969,EPHA2,1,16124336,16156109
128272,ARHGEF19,1,16197853,16212671
79363,CPLANE2,1,16231686,16237164
54455,FBXO42,1,16246839,16352491
26099,SZRD1,1,16367029,16398148
374955,SPATA21,1,16395680,16437424
55707,NECAP2,1,16440671,16460089
107984921,LINC01772,1,16460947,16468481
114819,CROCCP3,1,16467435,16492701
100132147,LINC01783,1,16533890,16535652
55672,NBPF1,1,16562426,16613605
84809,CROCCP2,1,16618255,16630906
11209,MST1P2,1,16645573,16650420
284729,ESPNP,1,16691217,16720157
11223,MST1L,1,16754633,16764480
105376805,LOC105376805,1,16888537,16889666
9696,CROCC,1,16921949,16972979
4237,MFAP2,1,16974503,16981586
23400,ATP13A2,1,16985957,17011972
6390,SDHB,1,17018725,17054170
11240,PADI2,1,17066760,17119453
400743,LOC400743,1,17189788,17196387
29943,PADI1,1,17205125,17246006
51702,PADI3,1,17249097,17284232
100616188,MIR3972,1,17277888,17277975
23569,PADI4,1,17308194,17364000
353238,PADI6,1,17372195,17401699
55920,RCC2,1,17406754,17439754
55160,ARHGEF10L,1,17539834,17697875
81569,ACTL8,1,17755312,17827063
101927876,LINC01654,1,18065656,18074411
84966,IGSF21,1,18107745,18378483
127707,KLHDC7A,1,18480929,18485986
5081,PAX7,1,18631005,18748866
80834,TAS1R2,1,18839598,18859661
8659,ALDH4A1,1,18871429,18902799
100616120,MIR4695,1,18883201,18883275
100302276,MIR1290,1,18897070,18897148
126917,IFFO2,1,18904279,18956332
23352,UBR4,1,19074505,19210252
101927895,LOC101927895,1,19210385,19240704
23065,EMC1,1,19215663,19251559
51154,MRTO4,1,19251580,19260128
246181,AKR7L,1,19265981,19274122
22977,AKR7A3,1,19282562,19288786
100506730,LOC100506730,1,19293246,19295736
8574,AKR7A2,1,19302707,19312146
54896,PQLC2,1,19312245,19332428
832,CAPZB,1,19338772,19485641
105378614,LOC105378614,1,19591801,19596832
440574,MINOS1,1,19596976,19629821
100532736,MINOS1-NBL1,1,19596976,19658456
644068,RPS14P3,1,19607806,19608644
4681,NBL1,1,19643228,19658456
3362,HTR6,1,19665286,19680966
255104,TMCO4,1,19682212,19800021
54546,RNF186,1,19814028,19815278
23252,OTUD3,1,19882394,19912944
30814,PLA2G2E,1,19920306,19923617
5320,PLA2G2A,1,19975430,19980439
5322,PLA2G5,1,20070207,20091901
26279,PLA2G2D,1,20112649,20119566
64600,PLA2G2F,1,20139329,20150386
391013,PLA2G2C,1,20163091,20177364
101928017,UBXN10-AS1,1,20184242,20186486
127733,UBXN10,1,20186077,20196048
105376827,LINC01757,1,20243094,20244654
127731,VWA5B1,1,20290918,20354894
339505,LINC01141,1,20359800,20428794
55450,CAMK2N1,1,20482390,20486235
79594,MUL1,1,20499447,20508181
163933,FAM43B,1,20552438,20555020
978,CDA,1,20588950,20618907
65018,PINK1,1,20633454,20651511
102464833,MIR6084,1,20633678,20633788
100861548,PINK1-AS,1,20642656,20652193
1650,DDOST,1,20651766,20661544
57576,KIF17,1,20664013,20718017
400745,SH2D5,1,20719731,20732640
50809,HP1BP3,1,20742677,20786688
8672,EIF4G3,1,20806291,21176888
100302155,MIR1256,1,20988313,20988432
1889,ECE1,1,21217246,21345541
100506801,LOC100506801,1,21293289,21299869
84224,NBPF3,1,21440089,21484900
249,ALPL,1,21509357,21578412
5909,RAP1GAP,1,21596220,21669380
84196,USP48,1,21678578,21783199
401944,LDLRAD2,1,21812264,21825221
3339,HSPG2,1,21822231,21937297
23436,CELA3B,1,21976893,21989354
10136,CELA3A,1,22001655,22012542
101928043,LINC01635,1,22023993,22026048
29092,LINC00339,1,22025190,22031224
998,CDC42,1,22052626,22092943
54361,WNT4,1,22117304,22143026
100616433,MIR4418,1,22266238,22266300
9923,ZBTB40,1,22451850,22531157
2046,EPHA8,1,22563501,22603594
102466615,MIR6127,1,22633257,22633366
712,C1QA,1,22636505,22639682
714,C1QC,1,22643616,22648111
713,C1QB,1,22652980,22661636
2048,EPHB2,1,22710837,22921500
100616391,MIR4684,1,22719516,22719598
100422914,MIR4253,1,22863158,22863226
646262,LACTBL1,1,22953042,22965430
729059,TEX46,1,23010833,23015850
23028,KDM1A,1,23019447,23083691
100422866,MIR3115,1,23044304,23044372
7798,LUZP1,1,23084022,23168858
3352,HTR1D,1,23191894,23194729
100996511,LINC01355,1,23281308,23285518
10236,HNRNPR,1,23304689,23344364
80818,ZNF436,1,23359447,23369864
148898,ZNF436-AS1,1,23368970,23371837
6920,TCEA3,1,23380908,23424779
55616,ASAP3,1,23428562,23484257
1870,E2F2,1,23506427,23531220
101928163,LOC101928163,1,23521929,23528419
3399,ID3,1,23557929,23559794
259283,MDS2,1,23627333,23640568
6135,RPL11,1,23691778,23696835
6924,ELOA,1,23743365,23762059
100506963,ELOA-AS1,1,23760381,23778297
57095,PITHD1,1,23778385,23788232
11313,LYPLA2,1,23791155,23795539
2582,GALE,1,23795598,23800804
3155,HMGCL,1,23801876,23825459
2517,FUCA1,1,23845080,23868369
1269,CNR2,1,23873969,23913327
100616492,MIR378F,1,23929069,23929147
55629,PNRC2,1,23959810,23963459
10772,SRSF10,1,23964346,23980463
127294,MYOM3,1,24056040,24112175
58985,IL22RA1,1,24119770,24143285
163702,IFNLR1,1,24154156,24187275
284632,LOC284632,1,24200239,24211690
57822,GRHL3,1,24319321,24364480
90529,STPG1,1,24356998,24415097
57185,NIPAL3,1,24413486,24472983
100750325,RCAN3AS,1,24496253,24502382
11123,RCAN3,1,24502350,24537020
100506985,LOC100506985,1,24539273,24556024
400746,NCMAP,1,24556075,24609327
10250,SRRM1,1,24643102,24673281
25932,CLIC4,1,24745268,24844324
864,RUNX3,1,24899510,24965010
102465437,MIR6731,1,24919344,24919416
100616365,MIR4425,1,25023502,25023586
25949,SYF2,1,25222275,25232522
57035,RSRP1,1,25242236,25338254
6007,RHD,1,25272485,25330445
23585,TMEM50A,1,25338297,25362361
6006,RHCE,1,25362248,25420914
55219,MACO1,1,25430857,25500207
26119,LDLRAP1,1,25543584,25568886
57134,MAN1C1,1,25617467,25786207
57190,SELENON,1,25800175,25818222
56181,MTFR1L,1,25819905,25832942
646471,LOC646471,1,25819953,25823606
79000,AUNIP,1,25831912,25859458
164091,PAQR7,1,25861483,25871253
3925,STMN1,1,25884185,25906877
100500808,MIR3917,1,25906361,25906454
5051,PAFAH2,1,25959766,25998157
2134,EXTL1,1,26021779,26036463
7780,SLC30A2,1,26038021,26046138
84676,TRIM63,1,26051304,26067634
149420,PDIK1L,1,26111164,26125548
79927,FAM110D,1,26159019,26162628
51042,ZNF593,1,26169896,26170873
10256,CNKSR1,1,26177489,26189884
378807,CATSPER4,1,26190627,26202542
101928303,LOC101928303,1,26225319,26229840
64793,CEP85,1,26234152,26278810
83442,SH3BGRL3,1,26279721,26281522
91544,UBXN11,1,26282281,26318265
1043,CD52,1,26317919,26320523
55057,CRYBG2,1,26321858,26354130
257101,ZNF683,1,26361633,26372794
79727,LIN28A,1,26410767,26429728
79947,DHDDS,1,26432281,26471304
101928324,LOC101928324,1,26462756,26467537
3151,HMGN2,1,26472410,26476642
6195,RPS6KA1,1,26529757,26575029
100302190,MIR1976,1,26554541,26554593
101928728,LOC101928728,1,26691909,26694131
8289,ARID1A,1,26696032,26782110
55650,PIGV,1,26787962,26798403
84243,ZDHHC18,1,26826709,26855720
2810,SFN,1,26863137,26864457
54707,GPN2,1,26879381,26890378
63906,GPATCH3,1,26890487,26900471
8431,NR0B2,1,26911483,26914076
10726,NUDC,1,26921721,26946871
126695,KDF1,1,26949555,26960410
388610,TRNP1,1,26993703,27000886
115572,FAM46B,1,27005019,27012842
6548,SLC9A1,1,27098808,27155130
23038,WDTC1,1,27234515,27308633
84065,TMEM222,1,27322144,27336400
644961,ACTG1P20,1,27323873,27326525
84958,SYTL1,1,27341991,27353932
9064,MAP3K6,1,27355178,27366866
8547,FCN3,1,27369109,27374852
388611,CD164L2,1,27379175,27383333
2827,GPR3,1,27392643,27395813
10163,WASF2,1,27404225,27490187
27245,AHDC1,1,27534244,27603494
2268,FGR,1,27612289,27635216
111216282,LINC02574,1,27660327,27662722
2537,IFI6,1,27666060,27672213
199870,FAM76A,1,27725978,27762912
23673,STX12,1,27773182,27824452
5511,PPP1R8,1,27830740,27851672
677774,SCARNA1,1,27834400,27834566
9473,THEMIS2,1,27872542,27886685
6118,RPA2,1,27891525,27914797
27293,SMPDL3B,1,27934954,27959157
55113,XKR8,1,27959461,27968096
2140,EYA3,1,27970343,28088637
5724,PTAFR,1,28147165,28193936
22826,DNAJC8,1,28200278,28233031
93974,ATP5IF1,1,28236090,28238105
83667,SESN2,1,28259451,28282491
54797,MED18,1,28329001,28335967
65979,PHACTR4,1,28369553,28500369
8420,SNHG3,1,28505942,28510892
1104,RCC1,1,28505942,28539196
6080,SNORA73A,1,28507364,28507571
26768,SNORA73B,1,28508557,28508762
54952,TRNAU1AP,1,28553016,28578545
85028,SNHG12,1,28578537,28582983
692212,SNORD99,1,28578742,28578822
677838,SNORA61,1,28579763,28579893
677825,SNORA44,1,28580380,28580512
692073,SNORA16A,1,28580919,28581053
115273,RAB42,1,28592199,28595443
6883,TAF12,1,28603095,28643092
105378616,LINC01715,1,28643255,28648799
26824,RNU11,1,28648599,28648734
10691,GMEB1,1,28668727,28715603
51441,YTHDF2,1,28736620,28769775
4985,OPRD1,1,28812141,28863696
2035,EPB41,1,28887090,29120046
399474,TMEM200B,1,29119424,29123909
6429,SRSF4,1,29147737,29182125
51102,MECR,1,29192656,29230958
10076,PTPRU,1,29236515,29326813
101928460,LINC01756,1,29329619,29350114
101929406,LINC01648,1,30013951,30037612
4146,MATN1,1,30711276,30723585
100129196,MATN1-AS1,1,30718771,30726746
7805,LAPTM5,1,30732467,30757836
100616164,MIR4420,1,30739155,30739232
105378622,LINC01778,1,30824651,30834284
9672,SDC3,1,30869465,30908633
9698,PUM1,1,30931505,31065717
692234,SNORD103A,1,30935688,30949205
692235,SNORD103B,1,30935688,30949205
692200,SNORD103C,1,30968162,30968237
79570,NKAIN1,1,31179744,31239887
9410,SNRNP40,1,31259567,31296797
51538,ZCCHC17,1,31296981,31364953
2170,FABP3,1,31365252,31373288
347735,SERINC2,1,31409564,31434680
149086,LINC01225,1,31500084,31508566
284551,LINC01226,1,31518434,31524245
64129,TINAGL1,1,31576484,31587686
3061,HCRTR1,1,31617699,31627318
553115,PEF1,1,31629861,31645237
1307,COL16A1,1,31652246,31704167
576,ADGRB2,1,31727104,31764063
100423028,MIR4254,1,31758659,31758735
90853,SPOCD1,1,31790421,31816051
8073,PTP4A2,1,31906420,31938387
10657,KHDRBS1,1,32013693,32060859
55116,TMEM39B,1,32072030,32102866
100847018,MIR5585,1,32086948,32087007
23633,KPNA6,1,32108042,32176567
200081,TXLNA,1,32179743,32198285
79140,CCDC28B,1,32200385,32205390
55721,IQCC,1,32205634,32208687
149069,DCDC2B,1,32209093,32216196
56063,TMEM234,1,32214476,32222371
8668,EIF3I,1,32221583,32231604
339483,MTMR9LP,1,32231659,32241710
84734,FAM167B,1,32247216,32248860
3932,LCK,1,32251238,32286167
3065,HDAC1,1,32292106,32333623
65108,MARCKSL1,1,32333828,32336239
100128071,FAM229A,1,32361269,32362243
81629,TSSK3,1,32362260,32364323
55108,BSDC1,1,32364632,32394461
728116,ZBTB8B,1,32465056,32487858
653121,ZBTB8A,1,32539144,32605950
339487,ZBTB8OS,1,32620822,32650590
5928,RBBP4,1,32651147,32686211
81493,SYNC,1,32679905,32702760
57648,KIAA1522,1,32741910,32774970
8565,YARS,1,32775238,32818032
64766,S100PBP,1,32817441,32858879
252995,FNDC5,1,32862267,32872492
3208,HPCA,1,32886496,32894646
113452,TMEM54,1,32894592,32901440
127544,RNF19B,1,32936445,32964813
204,AK2,1,33007939,33036911
113451,AZIN2,1,33081112,33120531
55223,TRIM62,1,33145401,33182070
149076,ZNF362,1,33256572,33300719
127550,A3GALT2,1,33306765,33321098
1912,PHC2,1,33323622,33375593
100500853,MIR3605,1,33332392,33332492
101929464,LOC101929464,1,33350351,33363245
7579,ZSCAN20,1,33472630,33496395
114784,CSMD2,1,33513998,34165842
127540,HMGB4,1,33860474,33864791
402779,CSMD2-AS1,1,33868955,33885458
84970,C1orf94,1,34166882,34219130
693137,MIR552,1,34669598,34669694
2709,GJB5,1,34755046,34758512
127534,GJB4,1,34759740,34763724
2707,GJB3,1,34781188,34786366
2701,GJA4,1,34792997,34795747
113444,SMIM12,1,34850361,34859816
58512,DLGAP3,1,34865435,34929585
653160,LOC653160,1,34975698,34978706
100506144,TMEM35B,1,34981525,34985347
9204,ZMYM6,1,34986165,35031968
79830,ZMYM1,1,35059785,35115858
6421,SFPQ,1,35176377,35193145
9202,ZMYM4,1,35268966,35421944
100861513,ZMYM4-AS1,1,35358823,35366077
79932,KIAA0319L,1,35433489,35557436
23154,NCDN,1,35557791,35566779
339488,TFAP2E,1,35573369,35595326
5690,PSMB2,1,35599540,35641844
127703,C1orf216,1,35713875,35719189
63967,CLSPN,1,35720217,35769950
192670,AGO4,1,35807623,35857889
26523,AGO1,1,35869807,35924298
192669,AGO3,1,35931081,36056462
27285,TEKT2,1,36084074,36088275
54936,ADPRHL2,1,36088851,36093932
1296,COL8A2,1,36095235,36125084
27095,TRAPPC3,1,36136568,36156053
55700,MAP7D1,1,36155964,36180849
9967,THRAP3,1,36224411,36305356
79729,SH3D21,1,36306392,36321347
55194,EVA1B,1,36322029,36324154
83931,STK40,1,36339618,36385927
84967,LSM10,1,36393419,36397959
127700,OSCP1,1,36417905,36450485
109616970,SNORA63C,1,36418447,36418578
64960,MRPS15,1,36455760,36464439
1441,CSF3R,1,36466042,36483314
2899,GRIK3,1,36795526,37034243
100422898,MIR4255,1,37161562,37161634
728431,LINC01137,1,37454878,37474443
80149,ZC3H12A,1,37474517,37484377
102465438,MIR6732,1,37480229,37480289
64769,MEAF6,1,37489960,37514819
100847010,MIR5581,1,37500934,37500994
79753,SNIP1,1,37534448,37554344
7802,DNALI1,1,37556918,37566857
29889,GNL2,1,37566811,37595985
284654,RSPO1,1,37611349,37634923
54955,C1orf109,1,37681569,37692274
55143,CDCA8,1,37692400,37709719
284656,EPHA10,1,37715973,37765152
149175,MANEAL,1,37794101,37801606
79693,YRDC,1,37802941,37808193
127687,C1orf122,1,37807800,37809454
4520,MTF1,1,37809566,37859620
3633,INPP5B,1,37860696,37947057
10946,SF3A3,1,37956979,37990110
2275,FHL3,1,37996769,38005515
51118,UTP11,1,38012711,38024825
5453,POU3F1,1,38043850,38046778
100500801,MIR3659,1,38089230,38089329
339442,LINC01343,1,38209033,38214767
105378656,LINC01685,1,38475195,38476484
64121,RRAGC,1,38838196,38859823
26292,MYCBP,1,38862489,38873378
100527950,GJA9-MYCBP,1,38862489,38881626
105378663,LOC105378663,1,38873400,38876226
81025,GJA9,1,38874066,38881626
54933,RHBDL2,1,38885805,38941830
79647,AKIRIN1,1,38991243,39006065
4725,NDUFS5,1,39026294,39034636
23499,MACF1,1,39084166,39487138
643314,KIAA0754,1,39409503,39416482
353500,BMP8A,1,39491645,39529869
192217,OXCT2P1,1,39514865,39516669
728448,PPIEL,1,39522279,39559698
8761,PABPC4,1,39560812,39576849
101929516,LOC101929516,1,39565069,39573203
677834,SNORA55,1,39567373,39567510
26508,HEYL,1,39623430,39639676
84618,NT5C1A,1,39659120,39672038
51440,HPCAL4,1,39678647,39691710
10450,PPIE,1,39738844,39763914
656,BMP8B,1,39757181,39788861
64064,OXCT2,1,39769524,39771348
101929536,LOC101929536,1,39788975,39790170
54802,TRIT1,1,39841030,39883511
4610,MYCL,1,39895423,39902015
84879,MFSD2A,1,39955111,39969968
10487,CAP1,1,40040064,40072649
5538,PPT1,1,40072709,40097470
6018,RLF,1,40161368,40240921
127391,TMCO2,1,40247900,40251693
10269,ZMPSTE24,1,40258049,40294184
1298,COL9A2,1,40300490,40317267
64744,SMAP2,1,40373705,40423326
65243,ZFP69B,1,40450664,40463718
339559,ZFP69,1,40477629,40496343
64789,EXO5,1,40508718,40516050
127396,ZNF684,1,40531560,40548169
9783,RIMS3,1,40620679,40665652
100130557,NFYC-AS1,1,40689079,40692261
4802,NFYC,1,40691569,40771606
407034,MIR30E,1,40754354,40754446
407031,MIR30C1,1,40757283,40757372
9132,KCNQ4,1,40784011,40840452
163732,CITED4,1,40861055,40862346
1503,CTPS1,1,40979298,41012565
100507178,SLFNL1-AS1,1,41014589,41043890
200172,SLFNL1,1,41015596,41021755
22955,SCMH1,1,41027198,41242143
100132074,FOXO6,1,41361930,41383591
101929901,LOC101929901,1,41375003,41375669
