entity:sample_id	participant	Source	target_type	WES_bai	WES_bam	WES_bam_path
ccle2_ACH-000063	ACH-000063	ccle2	AGILENT	gs://fc-c7d47ebf-26a0-404c-8ef6-a1eb59c32e54/C836.Hs_616.T.1.bam.bai	gs://fc-c7d47ebf-26a0-404c-8ef6-a1eb59c32e54/C836.Hs_616.T.1.bam	
ccle2_ACH-000065	ACH-000065	ccle2	AGILENT	gs://fc-c7d47ebf-26a0-404c-8ef6-a1eb59c32e54/C836.OCI-AML5.1.bam.bai	gs://fc-c7d47ebf-26a0-404c-8ef6-a1eb59c32e54/C836.OCI-AML5.1.bam	
ccle2_ACH-000066	ACH-000066	ccle2	AGILENT	gs://fc-c7d47ebf-26a0-404c-8ef6-a1eb59c32e54/C836.HCC4006.1.bam.bai	gs://fc-c7d47ebf-26a0-404c-8ef6-a1eb59c32e54/C836.HCC4006.1.bam	
ccle2_ACH-000069	ACH-000069	ccle2	AGILENT	gs://fc-c7d47ebf-26a0-404c-8ef6-a1eb59c32e54/C836.Hs_611.T.2.bam.bai	gs://fc-c7d47ebf-26a0-404c-8ef6-a1eb59c32e54/C836.Hs_611.T.2.bam	
ccle2_ACH-000073	ACH-000073	ccle2	AGILENT	gs://fc-c7d47ebf-26a0-404c-8ef6-a1eb59c32e54/C836.GRANTA-519.2.bam.bai	gs://fc-c7d47ebf-26a0-404c-8ef6-a1eb59c32e54/C836.GRANTA-519.2.bam	
ccle2_ACH-000076	ACH-000076	ccle2	AGILENT	gs://fc-c7d47ebf-26a0-404c-8ef6-a1eb59c32e54/C836.NCO2.2.bam.bai	gs://fc-c7d47ebf-26a0-404c-8ef6-a1eb59c32e54/C836.NCO2.2.bam	
ccle2_ACH-000077	ACH-000077	ccle2	AGILENT	gs://fc-c7d47ebf-26a0-404c-8ef6-a1eb59c32e54/C836.MJ.2.bam.bai	gs://fc-c7d47ebf-26a0-404c-8ef6-a1eb59c32e54/C836.MJ.2.bam	
ccle2_ACH-000079	ACH-000079	ccle2	AGILENT	gs://fc-c7d47ebf-26a0-404c-8ef6-a1eb59c32e54/C836.TE_125.T.1.bam.bai	gs://fc-c7d47ebf-26a0-404c-8ef6-a1eb59c32e54/C836.TE_125.T.1.bam	
ccle2_ACH-000080	ACH-000080	ccle2	AGILENT	gs://fc-c7d47ebf-26a0-404c-8ef6-a1eb59c32e54/C836.BDCM.2.bam.bai	gs://fc-c7d47ebf-26a0-404c-8ef6-a1eb59c32e54/C836.BDCM.2.bam	
ccle2_ACH-000081	ACH-000081	ccle2	AGILENT	gs://fc-c7d47ebf-26a0-404c-8ef6-a1eb59c32e54/C836.GDM-1.2.bam.bai	gs://fc-c7d47ebf-26a0-404c-8ef6-a1eb59c32e54/C836.GDM-1.2.bam	
ccle2_ACH-000083	ACH-000083	ccle2	AGILENT	gs://fc-c7d47ebf-26a0-404c-8ef6-a1eb59c32e54/C836.Hs_281.T.1.bam.bai	gs://fc-c7d47ebf-26a0-404c-8ef6-a1eb59c32e54/C836.Hs_281.T.1.bam	
ccle2_ACH-000085	ACH-000085	ccle2	AGILENT	gs://fc-c7d47ebf-26a0-404c-8ef6-a1eb59c32e54/C836.T3M-4.2.bam.bai	gs://fc-c7d47ebf-26a0-404c-8ef6-a1eb59c32e54/C836.T3M-4.2.bam	
ccle2_ACH-000086	ACH-000086	ccle2	AGILENT	gs://fc-c7d47ebf-26a0-404c-8ef6-a1eb59c32e54/C836.ACC-MESO-1.2.bam.bai	gs://fc-c7d47ebf-26a0-404c-8ef6-a1eb59c32e54/C836.ACC-MESO-1.2.bam	
ccle2_ACH-000089	ACH-000089	ccle2	AGILENT	gs://fc-c7d47ebf-26a0-404c-8ef6-a1eb59c32e54/C836.NCI-H684.2.bam.bai	gs://fc-c7d47ebf-26a0-404c-8ef6-a1eb59c32e54/C836.NCI-H684.2.bam	
ccle2_ACH-000093	ACH-000093	ccle2	AGILENT	gs://fc-c7d47ebf-26a0-404c-8ef6-a1eb59c32e54/C836.Panc_05.04.1.bam.bai	gs://fc-c7d47ebf-26a0-404c-8ef6-a1eb59c32e54/C836.Panc_05.04.1.bam	
ccle2_ACH-000097	ACH-000097	ccle2	AGILENT	gs://fc-c7d47ebf-26a0-404c-8ef6-a1eb59c32e54/C836.ZR-75-1.2.bam.bai	gs://fc-c7d47ebf-26a0-404c-8ef6-a1eb59c32e54/C836.ZR-75-1.2.bam	
ccle2_ACH-000099	ACH-000099	ccle2	AGILENT	gs://fc-c7d47ebf-26a0-404c-8ef6-a1eb59c32e54/C836.SIMA.1.bam.bai	gs://fc-c7d47ebf-26a0-404c-8ef6-a1eb59c32e54/C836.SIMA.1.bam	
ccle2_ACH-000105	ACH-000105	ccle2	AGILENT	gs://fc-c7d47ebf-26a0-404c-8ef6-a1eb59c32e54/C836.ALL-SIL.1.bai	gs://fc-c7d47ebf-26a0-404c-8ef6-a1eb59c32e54/C836.ALL-SIL.1.bam	
ccle2_ACH-000110	ACH-000110	ccle2	AGILENT	gs://fc-c7d47ebf-26a0-404c-8ef6-a1eb59c32e54/C836.NCC-StC-K140.1.bam.bai	gs://fc-c7d47ebf-26a0-404c-8ef6-a1eb59c32e54/C836.NCC-StC-K140.1.bam	
ccle2_ACH-000112	ACH-000112	ccle2	AGILENT	gs://fc-c7d47ebf-26a0-404c-8ef6-a1eb59c32e54/C836.SIG-M5.2.bam.bai	gs://fc-c7d47ebf-26a0-404c-8ef6-a1eb59c32e54/C836.SIG-M5.2.bam	
ccle2_ACH-000119	ACH-000119	ccle2	AGILENT	gs://fc-c7d47ebf-26a0-404c-8ef6-a1eb59c32e54/C836.Hs_863.T.1.bam.bai	gs://fc-c7d47ebf-26a0-404c-8ef6-a1eb59c32e54/C836.Hs_863.T.1.bam	
ccle2_ACH-000124	ACH-000124	ccle2	AGILENT	gs://fc-c7d47ebf-26a0-404c-8ef6-a1eb59c32e54/C836.OCI-LY-19.2.bam.bai	gs://fc-c7d47ebf-26a0-404c-8ef6-a1eb59c32e54/C836.OCI-LY-19.2.bam	
ccle2_ACH-000125	ACH-000125	ccle2	AGILENT	gs://fc-c7d47ebf-26a0-404c-8ef6-a1eb59c32e54/C836.TO_175.T.1.bam.bai	gs://fc-c7d47ebf-26a0-404c-8ef6-a1eb59c32e54/C836.TO_175.T.1.bam	
ccle2_ACH-000126	ACH-000126	ccle2	AGILENT	gs://fc-c7d47ebf-26a0-404c-8ef6-a1eb59c32e54/C836.KG-1-C.1.bam.bai	gs://fc-c7d47ebf-26a0-404c-8ef6-a1eb59c32e54/C836.KG-1-C.1.bam	
ccle2_ACH-000129	ACH-000129	ccle2	AGILENT	gs://fc-c7d47ebf-26a0-404c-8ef6-a1eb59c32e54/C836.NCI-H1341.2.bam.bai	gs://fc-c7d47ebf-26a0-404c-8ef6-a1eb59c32e54/C836.NCI-H1341.2.bam	
ccle2_ACH-000130	ACH-000130	ccle2	AGILENT	gs://fc-c7d47ebf-26a0-404c-8ef6-a1eb59c32e54/C836.NALM-19.2.bam.bai	gs://fc-c7d47ebf-26a0-404c-8ef6-a1eb59c32e54/C836.NALM-19.2.bam	
ccle2_ACH-000131	ACH-000131	ccle2	AGILENT	gs://fc-c7d47ebf-26a0-404c-8ef6-a1eb59c32e54/C836.Hs_229.T.1.bam.bai	gs://fc-c7d47ebf-26a0-404c-8ef6-a1eb59c32e54/C836.Hs_229.T.1.bam	
ccle2_ACH-000132	ACH-000132	ccle2	AGILENT	gs://fc-c7d47ebf-26a0-404c-8ef6-a1eb59c32e54/C836.JHOS-2.2.bam.bai	gs://fc-c7d47ebf-26a0-404c-8ef6-a1eb59c32e54/C836.JHOS-2.2.bam	
ccle2_ACH-000133	ACH-000133	ccle2	AGILENT	gs://fc-c7d47ebf-26a0-404c-8ef6-a1eb59c32e54/C836.Hs_729.2.bam.bai	gs://fc-c7d47ebf-26a0-404c-8ef6-a1eb59c32e54/C836.Hs_729.2.bam	
ccle2_ACH-000134	ACH-000134	ccle2	AGILENT	gs://fc-c7d47ebf-26a0-404c-8ef6-a1eb59c32e54/C836.Hs_274.T.2.bam.bai	gs://fc-c7d47ebf-26a0-404c-8ef6-a1eb59c32e54/C836.Hs_274.T.2.bam	
ccle2_ACH-000135	ACH-000135	ccle2	AGILENT	gs://fc-c7d47ebf-26a0-404c-8ef6-a1eb59c32e54/C836.Hs_940.T.2.bam.bai	gs://fc-c7d47ebf-26a0-404c-8ef6-a1eb59c32e54/C836.Hs_940.T.2.bam	
ccle2_ACH-000140	ACH-000140	ccle2	AGILENT	gs://fc-c7d47ebf-26a0-404c-8ef6-a1eb59c32e54/C836.Pfeiffer.1.bam.bai	gs://fc-c7d47ebf-26a0-404c-8ef6-a1eb59c32e54/C836.Pfeiffer.1.bam	
ccle2_ACH-000141	ACH-000141	ccle2	AGILENT	gs://fc-c7d47ebf-26a0-404c-8ef6-a1eb59c32e54/C836.SNU-308.2.bam.bai	gs://fc-c7d47ebf-26a0-404c-8ef6-a1eb59c32e54/C836.SNU-308.2.bam	
ccle2_ACH-000148	ACH-000148	ccle2	AGILENT	gs://fc-c7d47ebf-26a0-404c-8ef6-a1eb59c32e54/C836.Hs_578T.2.bam.bai	gs://fc-c7d47ebf-26a0-404c-8ef6-a1eb59c32e54/C836.Hs_578T.2.bam	
ccle2_ACH-000150	ACH-000150	ccle2	AGILENT	gs://fc-c7d47ebf-26a0-404c-8ef6-a1eb59c32e54/C836.HCC2935.2.bam.bai	gs://fc-c7d47ebf-26a0-404c-8ef6-a1eb59c32e54/C836.HCC2935.2.bam	
ccle2_ACH-000151	ACH-000151	ccle2	AGILENT	gs://fc-c7d47ebf-26a0-404c-8ef6-a1eb59c32e54/C836.JM1.2.bam.bai	gs://fc-c7d47ebf-26a0-404c-8ef6-a1eb59c32e54/C836.JM1.2.bam	
ccle2_ACH-000154	ACH-000154	ccle2	AGILENT	gs://fc-c7d47ebf-26a0-404c-8ef6-a1eb59c32e54/C836.Hs_888.T.2.bam.bai	gs://fc-c7d47ebf-26a0-404c-8ef6-a1eb59c32e54/C836.Hs_888.T.2.bam	
ccle2_ACH-000156	ACH-000156	ccle2	AGILENT	gs://fc-c7d47ebf-26a0-404c-8ef6-a1eb59c32e54/C836.MHH-CALL-4.2.bam.bai	gs://fc-c7d47ebf-26a0-404c-8ef6-a1eb59c32e54/C836.MHH-CALL-4.2.bam	
ccle2_ACH-000158	ACH-000158	ccle2	AGILENT	gs://fc-c7d47ebf-26a0-404c-8ef6-a1eb59c32e54/C836.OCI-LY3.1.bam.bai	gs://fc-c7d47ebf-26a0-404c-8ef6-a1eb59c32e54/C836.OCI-LY3.1.bam	
ccle2_ACH-000163	ACH-000163	ccle2	AGILENT	gs://fc-c7d47ebf-26a0-404c-8ef6-a1eb59c32e54/C836.SW579.2.bam.bai	gs://fc-c7d47ebf-26a0-404c-8ef6-a1eb59c32e54/C836.SW579.2.bam	
ccle2_ACH-000165	ACH-000165	ccle2	AGILENT	gs://fc-c7d47ebf-26a0-404c-8ef6-a1eb59c32e54/C836.Hs_751.T.2.bam.bai	gs://fc-c7d47ebf-26a0-404c-8ef6-a1eb59c32e54/C836.Hs_751.T.2.bam	
ccle2_ACH-000166	ACH-000166	ccle2	AGILENT	gs://fc-c7d47ebf-26a0-404c-8ef6-a1eb59c32e54/C836.Kasumi-6.2.bam.bai	gs://fc-c7d47ebf-26a0-404c-8ef6-a1eb59c32e54/C836.Kasumi-6.2.bam	
ccle2_ACH-000173	ACH-000173	ccle2	AGILENT	gs://fc-c7d47ebf-26a0-404c-8ef6-a1eb59c32e54/C836.JHUEM-3.1.bam.bai	gs://fc-c7d47ebf-26a0-404c-8ef6-a1eb59c32e54/C836.JHUEM-3.1.bam	
ccle2_ACH-000175	ACH-000175	ccle2	AGILENT	gs://fc-c7d47ebf-26a0-404c-8ef6-a1eb59c32e54/C836.TE_159.T.2.bam.bai	gs://fc-c7d47ebf-26a0-404c-8ef6-a1eb59c32e54/C836.TE_159.T.2.bam	
ccle2_ACH-000177	ACH-000177	ccle2	AGILENT	gs://fc-c7d47ebf-26a0-404c-8ef6-a1eb59c32e54/C836.NCI-H660.1.bam.bai	gs://fc-c7d47ebf-26a0-404c-8ef6-a1eb59c32e54/C836.NCI-H660.1.bam	
ccle2_ACH-000178	ACH-000178	ccle2	AGILENT	gs://fc-c7d47ebf-26a0-404c-8ef6-a1eb59c32e54/C836.Hs_766T.2.bam.bai	gs://fc-c7d47ebf-26a0-404c-8ef6-a1eb59c32e54/C836.Hs_766T.2.bam	
ccle2_ACH-000180	ACH-000180	ccle2	AGILENT	gs://fc-c7d47ebf-26a0-404c-8ef6-a1eb59c32e54/C836.Hs_839.T.2.bam.bai	gs://fc-c7d47ebf-26a0-404c-8ef6-a1eb59c32e54/C836.Hs_839.T.2.bam	
ccle2_ACH-000182	ACH-000182	ccle2	AGILENT	gs://fc-c7d47ebf-26a0-404c-8ef6-a1eb59c32e54/C836.SNU-869.2.bam.bai	gs://fc-c7d47ebf-26a0-404c-8ef6-a1eb59c32e54/C836.SNU-869.2.bam	
ccle2_ACH-000184	ACH-000184	ccle2	AGILENT	gs://fc-c7d47ebf-26a0-404c-8ef6-a1eb59c32e54/C836.Hs_343.T.1.bam.bai	gs://fc-c7d47ebf-26a0-404c-8ef6-a1eb59c32e54/C836.Hs_343.T.1.bam	
ccle2_ACH-000187	ACH-000187	ccle2	AGILENT	gs://fc-c7d47ebf-26a0-404c-8ef6-a1eb59c32e54/C836.COR-L311.2.bam.bai	gs://fc-c7d47ebf-26a0-404c-8ef6-a1eb59c32e54/C836.COR-L311.2.bam	
ccle2_ACH-000193	ACH-000193	ccle2	AGILENT	gs://fc-c7d47ebf-26a0-404c-8ef6-a1eb59c32e54/C836.KARPAS-620.1.bam.bai	gs://fc-c7d47ebf-26a0-404c-8ef6-a1eb59c32e54/C836.KARPAS-620.1.bam	
ccle2_ACH-000199	ACH-000199	ccle2	AGILENT	gs://fc-c7d47ebf-26a0-404c-8ef6-a1eb59c32e54/C836.Hs_255.T.2.bam.bai	gs://fc-c7d47ebf-26a0-404c-8ef6-a1eb59c32e54/C836.Hs_255.T.2.bam	
ccle2_ACH-000203	ACH-000203	ccle2	AGILENT	gs://fc-c7d47ebf-26a0-404c-8ef6-a1eb59c32e54/C836.NH-6.1.bam.bai	gs://fc-c7d47ebf-26a0-404c-8ef6-a1eb59c32e54/C836.NH-6.1.bam	
ccle2_ACH-000204	ACH-000204	ccle2	AGILENT	gs://fc-c7d47ebf-26a0-404c-8ef6-a1eb59c32e54/C836.LP-1.2.bam.bai	gs://fc-c7d47ebf-26a0-404c-8ef6-a1eb59c32e54/C836.LP-1.2.bam	
ccle2_ACH-000205	ACH-000205	ccle2	AGILENT	gs://fc-c7d47ebf-26a0-404c-8ef6-a1eb59c32e54/C836.PK-59.2.bam.bai	gs://fc-c7d47ebf-26a0-404c-8ef6-a1eb59c32e54/C836.PK-59.2.bam	
ccle2_ACH-000209	ACH-000209	ccle2	AGILENT	gs://fc-c7d47ebf-26a0-404c-8ef6-a1eb59c32e54/C836.SNU-1079.2.bam.bai	gs://fc-c7d47ebf-26a0-404c-8ef6-a1eb59c32e54/C836.SNU-1079.2.bam	
ccle2_ACH-000210	ACH-000210	ccle2	AGILENT	gs://fc-c7d47ebf-26a0-404c-8ef6-a1eb59c32e54/C836.CADO-ES1.1.bai	gs://fc-c7d47ebf-26a0-404c-8ef6-a1eb59c32e54/C836.CADO-ES1.1.bam	
ccle2_ACH-000214	ACH-000214	ccle2	AGILENT	gs://fc-c7d47ebf-26a0-404c-8ef6-a1eb59c32e54/C836.Hs_675.T.1.bam.bai	gs://fc-c7d47ebf-26a0-404c-8ef6-a1eb59c32e54/C836.Hs_675.T.1.bam	
ccle2_ACH-000218	ACH-000218	ccle2	AGILENT	gs://fc-c7d47ebf-26a0-404c-8ef6-a1eb59c32e54/C836.PL-21.2.bam.bai	gs://fc-c7d47ebf-26a0-404c-8ef6-a1eb59c32e54/C836.PL-21.2.bam	
ccle2_ACH-000220	ACH-000220	ccle2	AGILENT	gs://fc-c7d47ebf-26a0-404c-8ef6-a1eb59c32e54/C836.Mino.2.bam.bai	gs://fc-c7d47ebf-26a0-404c-8ef6-a1eb59c32e54/C836.Mino.2.bam	
ccle2_ACH-000224	ACH-000224	ccle2	AGILENT	gs://fc-c7d47ebf-26a0-404c-8ef6-a1eb59c32e54/C836.Hs_819.T.1.bam.bai	gs://fc-c7d47ebf-26a0-404c-8ef6-a1eb59c32e54/C836.Hs_819.T.1.bam	
ccle2_ACH-000226	ACH-000226	ccle2	AGILENT	gs://fc-c7d47ebf-26a0-404c-8ef6-a1eb59c32e54/C836.SUP-M2.2.bam.bai	gs://fc-c7d47ebf-26a0-404c-8ef6-a1eb59c32e54/C836.SUP-M2.2.bam	
ccle2_ACH-000228	ACH-000228	ccle2	AGILENT	gs://fc-c7d47ebf-26a0-404c-8ef6-a1eb59c32e54/C836.BICR_31.1.bam.bai	gs://fc-c7d47ebf-26a0-404c-8ef6-a1eb59c32e54/C836.BICR_31.1.bam	
ccle2_ACH-000234	ACH-000234	ccle2	AGILENT	gs://fc-c7d47ebf-26a0-404c-8ef6-a1eb59c32e54/C836.Caki-2.2.bai	gs://fc-c7d47ebf-26a0-404c-8ef6-a1eb59c32e54/C836.Caki-2.2.bam	
ccle2_ACH-000235	ACH-000235	ccle2	AGILENT	gs://fc-c7d47ebf-26a0-404c-8ef6-a1eb59c32e54/C836.Panc_04.03.2.bam.bai	gs://fc-c7d47ebf-26a0-404c-8ef6-a1eb59c32e54/C836.Panc_04.03.2.bam	
ccle2_ACH-000239	ACH-000239	ccle2	AGILENT	gs://fc-c7d47ebf-26a0-404c-8ef6-a1eb59c32e54/C836.HuG1-N.2.bam.bai	gs://fc-c7d47ebf-26a0-404c-8ef6-a1eb59c32e54/C836.HuG1-N.2.bam	
ccle2_ACH-000240	ACH-000240	ccle2	AGILENT	gs://fc-c7d47ebf-26a0-404c-8ef6-a1eb59c32e54/C836.Hs_600.T.1.bam.bai	gs://fc-c7d47ebf-26a0-404c-8ef6-a1eb59c32e54/C836.Hs_600.T.1.bam	
ccle2_ACH-000241	ACH-000241	ccle2	AGILENT	gs://fc-c7d47ebf-26a0-404c-8ef6-a1eb59c32e54/C836.JK-1.2.bam.bai	gs://fc-c7d47ebf-26a0-404c-8ef6-a1eb59c32e54/C836.JK-1.2.bam	
ccle2_ACH-000245	ACH-000245	ccle2	AGILENT	gs://fc-c7d47ebf-26a0-404c-8ef6-a1eb59c32e54/C836.BL-41.2.bam.bai	gs://fc-c7d47ebf-26a0-404c-8ef6-a1eb59c32e54/C836.BL-41.2.bam	
ccle2_ACH-000249	ACH-000249	ccle2	AGILENT	gs://fc-c7d47ebf-26a0-404c-8ef6-a1eb59c32e54/C836.CL-11.1.bai	gs://fc-c7d47ebf-26a0-404c-8ef6-a1eb59c32e54/C836.CL-11.1.bam	
ccle2_ACH-000253	ACH-000253	ccle2	AGILENT	gs://fc-c7d47ebf-26a0-404c-8ef6-a1eb59c32e54/C836.COLO_201.2.bam.bai	gs://fc-c7d47ebf-26a0-404c-8ef6-a1eb59c32e54/C836.COLO_201.2.bam	
ccle2_ACH-000255	ACH-000255	ccle2	AGILENT	gs://fc-c7d47ebf-26a0-404c-8ef6-a1eb59c32e54/C836.LMSU.2.bam.bai	gs://fc-c7d47ebf-26a0-404c-8ef6-a1eb59c32e54/C836.LMSU.2.bam	
ccle2_ACH-000256	ACH-000256	ccle2	AGILENT	gs://fc-c7d47ebf-26a0-404c-8ef6-a1eb59c32e54/C836.COV318.2.bai	gs://fc-c7d47ebf-26a0-404c-8ef6-a1eb59c32e54/C836.COV318.2.bam	
ccle2_ACH-000266	ACH-000266	ccle2	AGILENT	gs://fc-c7d47ebf-26a0-404c-8ef6-a1eb59c32e54/C836.SNU-213.2.bam.bai	gs://fc-c7d47ebf-26a0-404c-8ef6-a1eb59c32e54/C836.SNU-213.2.bam	
ccle2_ACH-000268	ACH-000268	ccle2	AGILENT	gs://fc-c7d47ebf-26a0-404c-8ef6-a1eb59c32e54/C836.SNU-245.2.bam.bai	gs://fc-c7d47ebf-26a0-404c-8ef6-a1eb59c32e54/C836.SNU-245.2.bam	
ccle2_ACH-000271	ACH-000271	ccle2	AGILENT	gs://fc-c7d47ebf-26a0-404c-8ef6-a1eb59c32e54/C836.SU-DHL-10.2.bam.bai	gs://fc-c7d47ebf-26a0-404c-8ef6-a1eb59c32e54/C836.SU-DHL-10.2.bam	
ccle2_ACH-000274	ACH-000274	ccle2	AGILENT	gs://fc-c7d47ebf-26a0-404c-8ef6-a1eb59c32e54/C836.Hs_852.T.2.bam.bai	gs://fc-c7d47ebf-26a0-404c-8ef6-a1eb59c32e54/C836.Hs_852.T.2.bam	
ccle2_ACH-000275	ACH-000275	ccle2	AGILENT	gs://fc-c7d47ebf-26a0-404c-8ef6-a1eb59c32e54/C836.Hs_834.T.2.bam.bai	gs://fc-c7d47ebf-26a0-404c-8ef6-a1eb59c32e54/C836.Hs_834.T.2.bam	
ccle2_ACH-000281	ACH-000281	ccle2	AGILENT	gs://fc-c7d47ebf-26a0-404c-8ef6-a1eb59c32e54/C836.KP-2.2.bam.bai	gs://fc-c7d47ebf-26a0-404c-8ef6-a1eb59c32e54/C836.KP-2.2.bam	
ccle2_ACH-000284	ACH-000284	ccle2	AGILENT	gs://fc-c7d47ebf-26a0-404c-8ef6-a1eb59c32e54/C836.Hs_840.T.1.bam.bai	gs://fc-c7d47ebf-26a0-404c-8ef6-a1eb59c32e54/C836.Hs_840.T.1.bam	
ccle2_ACH-000285	ACH-000285	ccle2	AGILENT	gs://fc-c7d47ebf-26a0-404c-8ef6-a1eb59c32e54/C836.Toledo.2.bam.bai	gs://fc-c7d47ebf-26a0-404c-8ef6-a1eb59c32e54/C836.Toledo.2.bam	
ccle2_ACH-000286	ACH-000286	ccle2	AGILENT	gs://fc-c7d47ebf-26a0-404c-8ef6-a1eb59c32e54/C836.SNU-1033.2.bam.bai	gs://fc-c7d47ebf-26a0-404c-8ef6-a1eb59c32e54/C836.SNU-1033.2.bam	
ccle2_ACH-000289	ACH-000289	ccle2	AGILENT	gs://fc-c7d47ebf-26a0-404c-8ef6-a1eb59c32e54/C836.SNU-466.1.bam.bai	gs://fc-c7d47ebf-26a0-404c-8ef6-a1eb59c32e54/C836.SNU-466.1.bam	
ccle2_ACH-000291	ACH-000291	ccle2	AGILENT	gs://fc-c7d47ebf-26a0-404c-8ef6-a1eb59c32e54/C836.OV-90.2.bam.bai	gs://fc-c7d47ebf-26a0-404c-8ef6-a1eb59c32e54/C836.OV-90.2.bam	
ccle2_ACH-000294	ACH-000294	ccle2	AGILENT	gs://fc-c7d47ebf-26a0-404c-8ef6-a1eb59c32e54/C836.NB-4.2.bam.bai	gs://fc-c7d47ebf-26a0-404c-8ef6-a1eb59c32e54/C836.NB-4.2.bam	
ccle2_ACH-000297	ACH-000297	ccle2	AGILENT	gs://fc-c7d47ebf-26a0-404c-8ef6-a1eb59c32e54/C836.NCI-H889.2.bam.bai	gs://fc-c7d47ebf-26a0-404c-8ef6-a1eb59c32e54/C836.NCI-H889.2.bam	
ccle2_ACH-000302	ACH-000302	ccle2	AGILENT	gs://fc-c7d47ebf-26a0-404c-8ef6-a1eb59c32e54/C836.SNU-1077.3.bam.bai	gs://fc-c7d47ebf-26a0-404c-8ef6-a1eb59c32e54/C836.SNU-1077.3.bam	
ccle2_ACH-000307	ACH-000307	ccle2	AGILENT	gs://fc-c7d47ebf-26a0-404c-8ef6-a1eb59c32e54/C836.PK-1.1.bam.bai	gs://fc-c7d47ebf-26a0-404c-8ef6-a1eb59c32e54/C836.PK-1.1.bam	
ccle2_ACH-000313	ACH-000313	ccle2	AGILENT	gs://fc-c7d47ebf-26a0-404c-8ef6-a1eb59c32e54/C836.KMRC-3.2.bam.bai	gs://fc-c7d47ebf-26a0-404c-8ef6-a1eb59c32e54/C836.KMRC-3.2.bam	
ccle2_ACH-000316	ACH-000316	ccle2	AGILENT	gs://fc-c7d47ebf-26a0-404c-8ef6-a1eb59c32e54/C836.SNU-886.2.bam.bai	gs://fc-c7d47ebf-26a0-404c-8ef6-a1eb59c32e54/C836.SNU-886.2.bam	
