ensembl_gene_id,hgnc_id
ENSG00000204928,XCR2
ENSG00000156463,3RF2
ENSG00000248493,005351.1
ENSG00000173261,AC8L1
ENSG00000251556,091887.1
ENSG00000133706,RS
ENSG00000239602,091959.2
ENSG00000239317,091959.1
ENSG00000275740,091959.3
ENSG00000091009,M27
ENSG00000238374,U7-180P
ENSG00000250025,011396.2
ENSG00000091010,U4F3
ENSG00000271724,011396.3
ENSG00000248842,011396.1
ENSG00000113649,ERG1
ENSG00000277568,02271
ENSG00000173250,R151
ENSG00000250407,008728.1
ENSG00000156475,P2R2B
ENSG00000280646,A5SP196
ENSG00000241291,7SL791P
ENSG00000248568,T8P48
ENSG00000249553,P2R2B-IT1
ENSG00000250343,K32A-AS1
ENSG00000169302,K32A
ENSG00000113657,YSL3
ENSG00000272239,011373.1
ENSG00000280780,KMIP2-AS1
ENSG00000176049,KMIP2
ENSG00000164266,INK1
ENSG00000249518,011352.2
ENSG00000164265,GB3A2
ENSG00000178776,orf46
ENSG00000248362,011352.1
ENSG00000251320,011352.3
ENSG00000250346,F1GP2
ENSG00000133710,INK5
ENSG00000196800,INK14
ENSG00000178172,INK6
ENSG00000249503,GN1P16
ENSG00000248109,RCOL
ENSG00000214510,INK13
ENSG00000247199,091948.1
ENSG00000249834,BD4P3
ENSG00000145879,INK7
ENSG00000204909,INK9
ENSG00000283653,091948.2
ENSG00000145868,XO38
ENSG00000274799,00017
ENSG00000251330,114939.1
ENSG00000164270,R4
ENSG00000253297,008627.1
ENSG00000169252,RB2
ENSG00000169247,3TC2
ENSG00000272411,116312.1
ENSG00000251842,U6-732P
ENSG00000207714,R584
ENSG00000250072,3TC2-DT
ENSG00000200161,7SKP145
ENSG00000173210,LIM3
ENSG00000248647,012613.1
ENSG00000253406,012613.2
ENSG00000157510,AP1L1
ENSG00000285736,131025.3
ENSG00000164284,PEL2
ENSG00000253618,PEL2-AS1
ENSG00000145882,YOX1L
ENSG00000127743,17B
ENSG00000253865,131025.1
ENSG00000249669,RMN
ENSG00000275871,131025.2
ENSG00000284182,R143
ENSG00000276365,R145
ENSG00000113712,NK1A1
ENSG00000230551,021078.1
ENSG00000241112,L29P14
ENSG00000183111,HGEF37
ENSG00000222213,U6-588P
ENSG00000221043,00012
ENSG00000242928,7SL868P
ENSG00000155846,ARGC1B
ENSG00000199047,R378A
ENSG00000132915,E6A
ENSG00000251583,008427.1
ENSG00000200334,00019
ENSG00000155850,C26A2
ENSG00000164296,GD6
ENSG00000113716,GXB3
ENSG00000248696,011406.1
ENSG00000241907,S20P4
ENSG00000182578,F1R
ENSG00000214485,L7P1
ENSG00000199409,00019
ENSG00000113721,GFRB
ENSG00000113722,X1
ENSG00000011083,C6A7
ENSG00000070808,MK2A
ENSG00000183876,SI
ENSG00000070814,OF1
ENSG00000019582,74
ENSG00000164587,S14
ENSG00000254333,ST1-AS1
ENSG00000070614,ST1
ENSG00000171992,NPO
ENSG00000253852,011383.1
ENSG00000164591,OZ3
ENSG00000250309,008453.1
ENSG00000086589,M22
ENSG00000132912,TN4
ENSG00000256235,IM3
ENSG00000237693,GM
ENSG00000145908,F300
ENSG00000197083,F300P1
ENSG00000274235,022106.1
ENSG00000277866,022106.2
ENSG00000211445,X3
ENSG00000145901,IP1
ENSG00000197043,XA6
ENSG00000254298,008641.1
ENSG00000285420,011342.1
ENSG00000198624,DC69
ENSG00000196743,2A
ENSG00000186334,C36A3
ENSG00000186335,C36A2
ENSG00000270904,008385.1
ENSG00000253897,034205.2
ENSG00000253472,034205.1
ENSG00000271494,034205.3
ENSG00000123643,C36A1
ENSG00000200227,A5SP197
ENSG00000086570,T2
ENSG00000271795,011337.1
ENSG00000276622,R6499
ENSG00000260581,011374.1
ENSG00000113140,ARC
ENSG00000249035,MAT3
ENSG00000222102,7SKP232
ENSG00000272112,011374.2
ENSG00000177556,OX1
ENSG00000253921,091982.1
ENSG00000213433,LP1P6
ENSG00000275765,091982.3
ENSG00000145907,BP1
ENSG00000145888,RA1
ENSG00000270978,091982.2
ENSG00000222308,A5SP198
ENSG00000254226,NC01933
ENSG00000132911,UR2
ENSG00000242080,008571.1
ENSG00000249484,NC01470
ENSG00000155511,IA1
ENSG00000242976,7SL177P
ENSG00000251183,NC01861
ENSG00000261382,091962.1
ENSG00000055147,M114A2
ENSG00000037749,AP3
ENSG00000164574,LNT10
ENSG00000245275,P30L-AS1
ENSG00000253119,RNPA3P7
ENSG00000221430,R1294
ENSG00000241963,7SL655P
ENSG00000164576,P30L
ENSG00000113196,ND1
ENSG00000254293,026688.2
ENSG00000253886,026688.1
ENSG00000253146,R1P1
ENSG00000264760,R3141
ENSG00000221552,R1303
ENSG00000274472,00019
ENSG00000155506,RP1
ENSG00000272197,7SL803P
ENSG00000241187,008379.1
ENSG00000170271,XDC2
ENSG00000277039,00017
ENSG00000263361,R378H
ENSG00000155508,OT8
ENSG00000082516,MIN5
ENSG00000082515,PL22
ENSG00000253261,008410.1
ENSG00000226650,F4B
ENSG00000253646,010476.1
ENSG00000271477,010591.1
ENSG00000270442,008725.1
ENSG00000200275,A5SP199
ENSG00000170624,CD
ENSG00000253370,027308.1
ENSG00000254163,025434.1
ENSG00000199468,U6-556P
ENSG00000231989,P1R2B
ENSG00000145850,MD4
ENSG00000270560,OOP1
ENSG00000113249,VCR1
ENSG00000135077,VCR2
ENSG00000254246,011377.1
ENSG00000155868,D7
ENSG00000113263,K
ENSG00000170613,M71B
ENSG00000253980,010609.1
ENSG00000253653,009185.1
ENSG00000055163,FIP2
ENSG00000285868,008676.3
ENSG00000172568,DC9
ENSG00000251405,016571.1
ENSG00000248544,008676.1
ENSG00000135074,AM19
ENSG00000253155,008676.2
ENSG00000172548,PAL4
ENSG00000253519,106801.1
ENSG00000252068,U6-390P
ENSG00000254336,008694.2
ENSG00000039600,X30
ENSG00000187658,orf52
ENSG00000253798,008694.1
ENSG00000113272,G1L
ENSG00000155858,M11
ENSG00000253630,026407.1
ENSG00000113282,INT1
ENSG00000206819,U6-260P
ENSG00000244331,008677.2
ENSG00000222626,U2-48P
ENSG00000253743,RK2P11
ENSG00000213414,008677.1
ENSG00000253422,008677.3
ENSG00000253792,025437.5
ENSG00000253673,025437.4
ENSG00000254047,025437.6
ENSG00000253449,025437.3
ENSG00000253424,025437.2
ENSG00000253134,025437.1
ENSG00000276778,NC02227
ENSG00000254350,091979.1
ENSG00000272085,091979.2
ENSG00000254135,091939.1
ENSG00000164330,F1
ENSG00000253811,136424.2
ENSG00000253456,136424.1
ENSG00000245812,NC02202
ENSG00000279204,134043.2
ENSG00000145860,F145
ENSG00000253256,134043.1
ENSG00000253315,NC01932
ENSG00000252458,00263
ENSG00000164332,LCP1
ENSG00000249738,008691.1
ENSG00000113302,12B
ENSG00000221601,U4ATAC2P
ENSG00000253298,NC01845
ENSG00000283413,008703.1
ENSG00000253311,NC01847
ENSG00000170214,RA1B
ENSG00000248626,PDHP40
ENSG00000199398,00019
ENSG00000113312,C1
ENSG00000223908,068657.1
ENSG00000170234,WP2A
ENSG00000170231,BP6
ENSG00000247699,008609.1
ENSG00000253772,112191.1
ENSG00000135083,NJL
ENSG00000254373,112191.2
ENSG00000270612,112191.3
ENSG00000145861,QTNF2
ENSG00000221886,ED8
ENSG00000164609,U7
ENSG00000164611,TG1
ENSG00000253522,R3142HG
ENSG00000265237,R3142
ENSG00000283733,R146A
ENSG00000118322,P10B
ENSG00000253687,008456.1
ENSG00000254391,011363.1
ENSG00000253417,NC02159
ENSG00000145864,BRB2
ENSG00000145863,BRA6
ENSG00000253403,091944.1
ENSG00000118990,RXP3
ENSG00000022355,BRA1
ENSG00000280776,NC01202
ENSG00000113327,BRG2
ENSG00000254186,113414.1
ENSG00000201474,U6-164P
ENSG00000254351,L2BPP5
ENSG00000249449,PL57P6
ENSG00000250114,008723.1
ENSG00000113328,NG1
ENSG00000170584,DCD2
ENSG00000072571,MR
ENSG00000251018,MR-AS1
ENSG00000038274,T2B
ENSG00000285590,010291.1
ENSG00000224012,116917.1
ENSG00000251998,U6-168P
ENSG00000273569,008432.1
ENSG00000271679,M1P2
ENSG00000253331,008662.1
ENSG00000253538,008662.2
ENSG00000241956,109466.1
ENSG00000253236,NC02143
ENSG00000253600,008446.1
ENSG00000206845,U6-209P
ENSG00000285549,091973.1
ENSG00000254066,NC01938
ENSG00000253693,008415.1
ENSG00000252794,7SKP60
ENSG00000253512,008562.1
ENSG00000253946,008489.1
ENSG00000254252,L7P20
ENSG00000254171,114321.1
ENSG00000229119,026403.1
ENSG00000254130,NC01947
ENSG00000253713,091819.2
ENSG00000253469,091819.1
ENSG00000145934,NM2
ENSG00000254365,091820.2
ENSG00000254297,091820.1
ENSG00000253527,008601.1
ENSG00000254187,008708.2
ENSG00000253357,008708.1
ENSG00000253660,008464.1
ENSG00000253947,008705.1
ENSG00000253065,00561
ENSG00000253925,011369.1
ENSG00000279739,011369.2
ENSG00000253978,B-178M22.2
ENSG00000113645,C1
ENSG00000113643,RS
ENSG00000188573,LL1
ENSG00000120137,NK3
ENSG00000253861,C2A3P1
ENSG00000199035,R103A1
ENSG00000283612,R103B1
ENSG00000233913,L10P9
ENSG00000254192,011365.2
ENSG00000184347,IT3
ENSG00000254042,011365.1
ENSG00000207739,R218-2
ENSG00000202345,00019
ENSG00000248965,011389.2
ENSG00000279752,011389.3
ENSG00000248222,011389.1
ENSG00000207619,R585
ENSG00000206614,U6-477P
ENSG00000040275,DL1
ENSG00000134516,CK2
ENSG00000253269,008680.1
ENSG00000204767,SYN2B
ENSG00000263831,R378E
ENSG00000168269,XI1
ENSG00000253219,T18P41
ENSG00000249601,NC01187
ENSG00000234511,orf58
ENSG00000043462,P2
ENSG00000250274,034199.1
ENSG00000235172,NC01366
ENSG00000182132,NIP1
ENSG00000145936,NMB1
ENSG00000253647,D-2270F17.1
ENSG00000253858,008619.1
ENSG00000253591,027312.1
ENSG00000253348,008514.1
ENSG00000094755,BRP
ENSG00000204764,NBP17
ENSG00000244501,7SL623P
ENSG00000253966,008514.2
ENSG00000253213,010306.1
ENSG00000275038,091980.2
ENSG00000164438,X3
ENSG00000213393,091980.1
ENSG00000265740,7SL339P
ENSG00000254256,SAP71
ENSG00000206909,ORA70J
ENSG00000254012,L10P8
ENSG00000264249,R3912
ENSG00000181163,M1
ENSG00000156427,F18
ENSG00000285914,022440.1
ENSG00000253110,011410.1
ENSG00000185662,IM23
ENSG00000072803,XW11
ENSG00000072786,K10
ENSG00000214360,CAB9
ENSG00000168246,TD2
ENSG00000212529,00191
ENSG00000253218,F3P1
ENSG00000174705,3PXD2B
ENSG00000254299,NC01944
ENSG00000280318,027309.3
ENSG00000214357,URL1B
ENSG00000253683,027309.2
ENSG00000265160,R5003
ENSG00000253445,027309.1
ENSG00000253295,022217.2
ENSG00000213386,022217.1
ENSG00000253736,022217.3
ENSG00000120129,SP1
ENSG00000206741,00019
ENSG00000270243,022217.4
ENSG00000253628,110011.1
ENSG00000113719,GIC1
ENSG00000204758,008429.1
ENSG00000254295,008429.3
ENSG00000037241,L26L1
ENSG00000253785,008429.2
ENSG00000113732,P6V0E1
ENSG00000254328,008429.4
ENSG00000212402,ORA74B
ENSG00000207210,00019
ENSG00000164463,EBRF
ENSG00000253439,C42P5
ENSG00000253172,008378.1
ENSG00000113734,IP1
ENSG00000254200,L7AP33
ENSG00000183072,X2-5
ENSG00000201277,00019
ENSG00000252169,A5SP200
ENSG00000113739,C2
ENSG00000274994,R8056
ENSG00000199219,U6-500P
ENSG00000253968,016573.1
ENSG00000253141,008632.1
ENSG00000253768,008663.1
ENSG00000254164,008663.3
ENSG00000253955,008663.2
ENSG00000145919,D1
ENSG00000253959,NC01863
ENSG00000253428,NC01942
ENSG00000253686,NC01484
ENSG00000254211,NC01485
ENSG00000113742,EB4
ENSG00000185056,orf47
ENSG00000253109,L12P22
ENSG00000170091,G2
ENSG00000253244,113423.1
ENSG00000253447,113423.2
ENSG00000254011,011333.1
ENSG00000249722,025752.1
ENSG00000249306,NC01411
ENSG00000213376,PDHP71
ENSG00000249031,MO2P6
ENSG00000250256,108112.1
ENSG00000248929,GD1AP3
ENSG00000120149,X2
ENSG00000251670,113346.2
ENSG00000266890,R4634
ENSG00000251144,113346.1
ENSG00000204754,NC01951
ENSG00000251122,FKP2
ENSG00000248293,008413.1
ENSG00000249403,008413.2
ENSG00000248355,L2BPP6
ENSG00000184845,D1
ENSG00000164466,XN1
ENSG00000270839,091393.1
ENSG00000222111,7SKP148
ENSG00000113749,H2
ENSG00000200648,U6-226P
ENSG00000145920,LX2
ENSG00000280068,138965.3
ENSG00000250820,138965.2
ENSG00000051596,OC3
ENSG00000250801,138965.1
ENSG00000272494,1X1P
ENSG00000250992,139491.3
ENSG00000248469,139491.1
ENSG00000182230,M153B
ENSG00000285476,139491.7
ENSG00000251623,139491.5
ENSG00000251458,139491.4
ENSG00000248596,139491.2
ENSG00000283559,139491.6
ENSG00000283235,139493.2
ENSG00000270989,139493.1
ENSG00000170085,MC1
ENSG00000251667,CC3P1
ENSG00000122203,AA1191
ENSG00000250909,138956.1
ENSG00000251414,138956.2
ENSG00000175414,L10
ENSG00000221464,R1271
ENSG00000048162,P16
ENSG00000146066,GD2A
ENSG00000175416,TB
ENSG00000280139,010297.1
ENSG00000113194,F2
ENSG00000146083,F44
ENSG00000074276,HR2
ENSG00000243959,7SL684P
ENSG00000207420,00019
ENSG00000169258,RIN1
ENSG00000074317,CB
ENSG00000266329,R4281
ENSG00000175766,F4E1B
ENSG00000048140,PAN17
ENSG00000248484,113391.1
ENSG00000251446,113391.2
ENSG00000248859,NC01574
ENSG00000113763,C5A
ENSG00000160883,3
ENSG00000087206,MC1
ENSG00000113761,F346
ENSG00000251666,F346-IT1
ENSG00000160867,FR4
ENSG00000165671,D1
ENSG00000240729,146507.2
ENSG00000270706,MT1P1
ENSG00000169228,B24
ENSG00000213347,D3
ENSG00000169230,ELID1
ENSG00000169223,AN2
ENSG00000239393,146507.1
ENSG00000169220,S14
ENSG00000131183,C34A1
ENSG00000196570,N3
ENSG00000131187,2
ENSG00000198055,K6
ENSG00000246334,R7-AS1
ENSG00000131188,R7
ENSG00000113758,N1
ENSG00000279821,145098.2
ENSG00000196923,LIM7
ENSG00000248996,145098.1
ENSG00000146094,K3
ENSG00000183258,X41
ENSG00000146067,M193B
ENSG00000272459,139795.3
ENSG00000184840,ED9
ENSG00000027847,GALT7
ENSG00000247679,139795.2
ENSG00000246596,139795.1
ENSG00000249849,138819.1
ENSG00000170074,M153A
ENSG00000249109,140125.2
ENSG00000248943,140125.1
ENSG00000170089,106795.1
ENSG00000214351,1X5P
ENSG00000249186,140125.3
ENSG00000250101,106795.3
ENSG00000249684,106795.2
ENSG00000280207,106795.5
ENSG00000249129,DS3P1
ENSG00000175325,OP1
ENSG00000204677,M153C
ENSG00000218227,136632.1
ENSG00000145911,BP3
ENSG00000145916,ND5B
ENSG00000145912,P2
ENSG00000251211,136632.2
ENSG00000244234,CL2
ENSG00000197451,RNPAB
ENSG00000175309,YKPL
ENSG00000050767,L23A1
ENSG00000271681,136601.2
ENSG00000253698,136601.1
ENSG00000242341,7SL646P
ENSG00000245688,008659.1
ENSG00000113240,K4
ENSG00000252464,7SKP70
ENSG00000285891,113348.1
ENSG00000285978,113348.2
ENSG00000169131,F354A
ENSG00000250420,CSP1
ENSG00000274813,126915.2
ENSG00000253725,126915.1
ENSG00000278441,126915.3
ENSG00000178338,F354B
ENSG00000206624,U1-39P
ENSG00000198939,P2
ENSG00000213328,104117.1
ENSG00000253869,GFP1
ENSG00000272431,104117.5
ENSG00000178187,F454
ENSG00000254035,104117.3
ENSG00000113262,M6
ENSG00000254158,104117.4
ENSG00000234284,F879
ENSG00000177932,F354C
ENSG00000253144,104117.2
ENSG00000087116,AMTS2
ENSG00000253979,109479.3
ENSG00000253163,109479.1
ENSG00000253617,109479.2
ENSG00000250674,136628.1
ENSG00000274716,00015
ENSG00000253652,136628.4
ENSG00000251545,136628.2
ENSG00000253520,136628.3
ENSG00000176783,FY1
ENSG00000249140,DX2P3
ENSG00000244945,136604.2
ENSG00000169045,RNPH1
ENSG00000273549,00017
ENSG00000204661,orf60
ENSG00000228259,136604.1
ENSG00000250999,136604.3
ENSG00000204659,Y3
ENSG00000127022,NX
ENSG00000225051,GB3P22
ENSG00000161021,ML1
ENSG00000213316,C4S
ENSG00000161013,AT4B
ENSG00000221394,R1229
ENSG00000161011,STM1
ENSG00000161010,NIP
ENSG00000222448,7SKP150
ENSG00000252202,00019
ENSG00000245317,008393.1
ENSG00000197226,C1D9B
ENSG00000113269,F130
ENSG00000242979,S15AP18
ENSG00000249876,010285.2
ENSG00000249412,010285.1
ENSG00000285865,010285.3
ENSG00000198995,R340
ENSG00000278965,122713.2
ENSG00000253480,122713.1
ENSG00000146090,SGEF1C
ENSG00000229721,104115.1
ENSG00000050748,PK9
ENSG00000253908,104115.2
ENSG00000248367,008610.1
ENSG00000131459,PT2
ENSG00000250509,034213.1
ENSG00000200555,U6-525P
ENSG00000113300,OT6
ENSG00000250749,122714.1
ENSG00000161055,GB3A1
ENSG00000037280,T4
ENSG00000251352,122714.2
ENSG00000248717,NC02222
ENSG00000236791,2AI1P
ENSG00000199892,U1-17P
ENSG00000174339,2Y1
ENSG00000131446,AT1
ENSG00000280161,022413.1
ENSG00000278970,IH
ENSG00000245060,NC00847
ENSG00000196670,P62
ENSG00000113303,NL8
ENSG00000222852,00019
ENSG00000243664,S29P12
ENSG00000249287,091874.3
ENSG00000248761,091874.2
ENSG00000231228,091874.1
ENSG00000168903,NL3
ENSG00000206686,U6-1036P
ENSG00000165810,NL9
ENSG00000277912,R8089
ENSG00000241870,008620.1
ENSG00000214295,XO1B
ENSG00000248560,008620.2
ENSG00000185372,2V1
ENSG00000182613,2V2
ENSG00000248473,NC01962
ENSG00000250222,008443.4
ENSG00000146054,IM7
ENSG00000250900,008443.5
ENSG00000248514,008443.3
ENSG00000146063,IM41
ENSG00000264732,R4638
ENSG00000247049,008443.1
ENSG00000204628,CK1
ENSG00000272296,ORD96A
ENSG00000264549,ORD95
ENSG00000233937,C-338M12.4
ENSG00000183718,IM52
ENSG00000248275,IM52-AS1
ENSG00000248103,008443.2
ENSG00000274525,008443.6
ENSG00000222533,U6-705P
ENSG00000238035,138035.1
ENSG00000274553,138035.3
ENSG00000250765,138035.2
ENSG00000230178,4F3
ENSG00000251035,P1LP4
ENSG00000213285,L23AP45
ENSG00000271530,P1LP12
ENSG00000220212,4F1P
ENSG00000217929,CP18
ENSG00000218577,035696.2
ENSG00000263667,035696.3
ENSG00000285578,035696.4
ENSG00000205653,035696.1
ENSG00000112679,SP22
ENSG00000137265,F4
ENSG00000112685,OC2
ENSG00000230433,031770.1
ENSG00000188996,S1B
ENSG00000219712,357054.1
ENSG00000272463,357054.4
ENSG00000271727,357054.2
ENSG00000271911,357054.3
ENSG00000272485,392183.1
ENSG00000276687,356130.1
ENSG00000278343,356130.2
ENSG00000270937,033381.2
ENSG00000176515,033381.1
ENSG00000164379,XQ1
ENSG00000281809,NC01394
ENSG00000261730,034346.1
ENSG00000137273,XF2
ENSG00000275859,R6720
ENSG00000243439,7SL352P
ENSG00000218027,512329.1
ENSG00000272279,512329.2
ENSG00000280916,XCUT
ENSG00000054598,XC1
ENSG00000112699,DS
ENSG00000285603,035693.1
ENSG00000250903,DS-DT
ENSG00000236086,GN2P28
ENSG00000272465,031768.1
ENSG00000280423,359852.1
ENSG00000228718,NC02521
ENSG00000164385,NC01600
ENSG00000145949,LK4
ENSG00000124535,NIP1
ENSG00000021355,RPINB1
ENSG00000266750,R4645
ENSG00000230438,RPINB9P1
ENSG00000170542,RPINB9
ENSG00000232999,133351.3
ENSG00000228365,133351.2
ENSG00000124570,RPINB6
ENSG00000244041,NC01011
ENSG00000124588,O2
ENSG00000224846,133351.1
ENSG00000271361,ATSF1P2
ENSG00000274855,133351.4
ENSG00000232654,M136BP
ENSG00000217707,RPINB8P1
ENSG00000229282,031963.2
ENSG00000137275,PK1
ENSG00000272277,031963.3
ENSG00000222248,A5SP201
ENSG00000137274,HL
ENSG00000228170,031963.1
ENSG00000137267,BB2A
ENSG00000216819,BB2BP1
ENSG00000230269,NC02525
ENSG00000137285,BB2B
ENSG00000180822,MG4
ENSG00000137266,C22A23
ENSG00000272320,445309.1
ENSG00000228793,138881.1
ENSG00000270477,033523.1
ENSG00000168994,DC1
ENSG00000270504,391422.4
ENSG00000219992,391422.1
ENSG00000238158,391422.3
ENSG00000233068,391422.2
ENSG00000145945,M50B
ENSG00000260604,590004.3
ENSG00000218472,590004.2
ENSG00000217135,590004.1
ENSG00000217566,GF1P4
ENSG00000216657,RX3P2
ENSG00000279926,138831.3
ENSG00000272248,138831.2
ENSG00000230648,138831.1
ENSG00000112739,PF4B
ENSG00000145975,M217A
ENSG00000185689,orf201
ENSG00000198721,I2
ENSG00000254821,136309.4
ENSG00000234817,136309.2
ENSG00000237716,136309.3
ENSG00000216307,136309.1
ENSG00000285424,162718.1
ENSG00000231811,159166.1
ENSG00000201185,A5SP202
ENSG00000285694,162718.2
ENSG00000260239,NC02533
ENSG00000270695,133393.1
ENSG00000260673,034376.1
ENSG00000205444,-MEL-3
ENSG00000217385,MC1P11
ENSG00000153046,YL
ENSG00000284823,356747.1
ENSG00000236336,022725.1
ENSG00000217030,359643.1
ENSG00000124787,P40
ENSG00000272142,RM4-AS1
ENSG00000271978,359643.2
ENSG00000220685,139094.1
ENSG00000219607,P1R3G
ENSG00000214113,RM4
ENSG00000265083,R3691
ENSG00000145982,RS2
ENSG00000220446,121978.1
ENSG00000269985,021328.1
ENSG00000218574,RNPA1P37
ENSG00000270174,022097.1
ENSG00000217239,136968.2
ENSG00000216360,136968.1
ENSG00000233064,136307.1
ENSG00000239472,7SL221P
ENSG00000215057,MP5
ENSG00000124785,N1
ENSG00000124491,3A1
ENSG00000263572,R7853
ENSG00000283616,R5683
ENSG00000216863,86-AS1
ENSG00000241216,APC5P1
ENSG00000285717,162719.1
ENSG00000218868,N3P1
ENSG00000112799,86
ENSG00000261211,031123.2
ENSG00000279368,031123.3
ENSG00000226281,031123.1
ENSG00000224532,136361.1
ENSG00000219986,F3P7
ENSG00000223342,158817.1
ENSG00000240936,7SL554P
ENSG00000203498,139390.1
ENSG00000124782,EB1
ENSG00000225092,355336.1
ENSG00000201483,00019
ENSG00000285771,139095.5
ENSG00000124783,R1
ENSG00000238221,139095.4
ENSG00000164304,GE1
ENSG00000219375,139095.1
ENSG00000220472,139095.2
ENSG00000230570,139095.3
ENSG00000124784,OK1
ENSG00000233503,RNPLP1
ENSG00000219993,138878.1
ENSG00000234115,138878.2
ENSG00000261189,031058.1
ENSG00000096696,P
ENSG00000168566,RNP48
ENSG00000236512,390026.1
ENSG00000153162,P6
ENSG00000239264,NDC5
ENSG00000259040,OC1S5-TXNDC5
ENSG00000217746,096800.1
ENSG00000219294,P5K1P1
ENSG00000188428,OC1S5
ENSG00000265818,F1E1-BLOC1S5
ENSG00000124802,F1E1
ENSG00000232234,355499.1
ENSG00000285216,355499.2
ENSG00000234763,359378.1
ENSG00000124786,C35B3
ENSG00000285219,591485.1
ENSG00000276019,02101
ENSG00000225775,137220.1
ENSG00000181355,CC1
ENSG00000216368,136226.1
ENSG00000229765,354868.1
ENSG00000221583,U6ATAC21P
ENSG00000216781,138885.1
ENSG00000137203,AP2A
ENSG00000285278,AP2A-AS2
ENSG00000229950,AP2A-AS1
ENSG00000228478,138885.2
ENSG00000285759,138885.3
ENSG00000183674,NC00518
ENSG00000229401,R5689HG
ENSG00000263705,R5689
ENSG00000238076,PL48P1
ENSG00000231056,NC02522
ENSG00000111846,NT2
ENSG00000237685,139039.3
ENSG00000216359,139039.1
ENSG00000217181,139039.2
ENSG00000205318,NT2P
ENSG00000285763,358777.1
ENSG00000137434,orf52
ENSG00000201048,00019
ENSG00000111845,K1IP1
ENSG00000111843,EM14C
ENSG00000272097,024498.1
ENSG00000137210,EM14B
ENSG00000272162,024498.2
ENSG00000222383,A5SP203
ENSG00000111837,K
ENSG00000124827,M2
ENSG00000235051,357497.1
ENSG00000153157,CP2L
ENSG00000197977,OVL2
ENSG00000274541,121955.1
ENSG00000230314,OVL2-AS1
ENSG00000224531,IM13
ENSG00000244476,VFRD-1
ENSG00000271245,136139.1
ENSG00000247925,139807.1
ENSG00000111859,DD9
ENSG00000233656,445430.1
ENSG00000242753,445430.2
ENSG00000202313,U1-64P
ENSG00000218020,AP12P5
ENSG00000205269,EM170B
ENSG00000271897,357518.1
ENSG00000277473,00017
ENSG00000207419,00272
ENSG00000111863,TRP
ENSG00000234427,022724.1
ENSG00000215124,D1P4
ENSG00000225102,157373.1
ENSG00000229896,157373.2
ENSG00000095951,VEP1
ENSG00000078401,N1
ENSG00000218893,MO2P12
ENSG00000223321,7SKP293
ENSG00000212802,L15P3
ENSG00000234015,NC02530
ENSG00000112137,ACTR1
ENSG00000206702,U1-11P
ENSG00000215022,008729.1
ENSG00000145979,C1D7
ENSG00000272379,008729.2
ENSG00000145990,OD1
ENSG00000237786,OD1-AS1
ENSG00000218265,S4XP7
ENSG00000202351,7SKP204
ENSG00000124523,RT5
ENSG00000261071,441883.1
ENSG00000225921,L7
ENSG00000010017,NBP9
ENSG00000050393,UR1
ENSG00000272209,023583.1
ENSG00000180537,F182
ENSG00000220868,PL35P1
ENSG00000233981,022396.1
ENSG00000112149,83
ENSG00000285639,133259.1
ENSG00000238987,U7-133P
ENSG00000230631,353152.1
ENSG00000226673,NC01108
ENSG00000237346,080313.2
ENSG00000234540,080313.1
ENSG00000229646,109914.1
ENSG00000206960,U6-793P
ENSG00000234261,138720.1
ENSG00000216754,050335.1
ENSG00000242989,7SL332P
ENSG00000271888,136162.1
ENSG00000008083,RID2
ENSG00000235488,RID2-AS1
ENSG00000201367,U6-522P
ENSG00000201519,U6-645P
ENSG00000277411,00001
ENSG00000047579,NBP1
ENSG00000214027,PC3P5
ENSG00000232947,NC02543
ENSG00000274212,365265.1
ENSG00000217585,021407.2
ENSG00000007944,LIP
ENSG00000263712,R4639
ENSG00000218073,021407.3
ENSG00000217078,021407.1
ENSG00000216364,PL42P2
ENSG00000251831,U6-1114P
ENSG00000207193,00019
ENSG00000137198,PR
ENSG00000282024,009031.1
ENSG00000124788,XN1
ENSG00000229931,137003.1
ENSG00000272341,137003.2
ENSG00000230873,MND1
ENSG00000112183,M24
ENSG00000219314,034372.1
ENSG00000112186,P2
ENSG00000184612,L7P26
ENSG00000218359,MO2P13
ENSG00000137414,M8A1
ENSG00000124789,P153
ENSG00000206881,U6-190P
ENSG00000272269,138724.1
ENSG00000201415,A5SP204
ENSG00000201442,00019
ENSG00000137177,F13A
ENSG00000220920,023807.1
ENSG00000187566,LRC1
ENSG00000137364,MT
ENSG00000165097,M1B
ENSG00000124795,K
ENSG00000199715,00019
ENSG00000278102,138825.1
ENSG00000200681,U6-263P
ENSG00000217414,X18P3
ENSG00000218976,138725.1
ENSG00000137393,F144B
ENSG00000283408,R548A1HG
ENSG00000207775,R548A1
ENSG00000217379,589647.1
ENSG00000231662,357052.1
ENSG00000228412,022068.1
ENSG00000218643,L5P20
ENSG00000201523,A5SP205
ENSG00000214012,T18P38
ENSG00000217314,CRFS1P3
ENSG00000200957,U6-801P
ENSG00000172201,4
ENSG00000229700,008627.1
ENSG00000172197,OAT1
ENSG00000227803,158198.1
ENSG00000112242,F3
ENSG00000240869,7SL128P
ENSG00000224707,F3-IT1
ENSG00000222431,U6-141P
ENSG00000201683,00019
ENSG00000145996,KAL1
ENSG00000225832,035090.1
ENSG00000233848,513188.1
ENSG00000252046,U6-150P
ENSG00000227089,031767.1
ENSG00000280989,NC00581
ENSG00000231754,512380.1
